X	Y	Z	Mass
-0.269152	-0.0301858	0.0872366	1
-0.0633873	0.01277	0.100234	1
-0.0996392	0.000930681	0.087291	1
-0.207018	0.00736603	0.0580104	1
-0.544701	0.152248	0.0803858	1
-0.25421	-0.00247994	0.187008	1
-0.222525	0.00197332	0.301061	1
-0.2879	-0.00339665	0.204478	1
-0.142001	0.0848167	0.132674	1
-0.141597	0.0519031	0.200909	1
0.00814266	-0.0278753	0.0717207	1
-0.00381772	-0.00059198	0.0191474	1
0.0332479	-0.0746875	-0.006451	1
-0.126305	0.00109529	0.0603243	1
-0.169584	0.0274608	0.0566698	1
-0.10629	0.000672394	0.0773145	1
-0.257686	0.0283624	0.28028	1
-0.15237	0.00167932	0.176442	1
-0.526333	0.142095	-0.0251491	1
-0.394678	0.285929	0.194829	1
-0.199565	0.00213949	0.155385	1
-0.159874	0.0076589	0.143663	1
0.0255298	0.0310194	0.321699	1
-0.218141	0.0259937	0.296211	1
-0.0621157	0.0153508	0.273238	1
-0.448341	0.0458432	0.593542	1
0.0116013	0.095875	0.0648314	1
-0.000771526	-0.00483439	0.00376625	1
-0.125447	-0.0566406	0.223641	1
-0.289926	0.096993	0.14071	1
-0.062506	-0.00221569	0.12433	1
-0.483112	0.199637	-0.0192961	1
-0.58256	0.118569	0.278066	1
-0.452309	0.0062694	0.361506	1
-0.455512	0.184547	0.359235	1
-0.450591	0.0130145	0.31752	1
-0.228842	0.0191373	0.174044	1
-0.420626	0.377475	0.464787	1
-0.208086	0.0154163	0.0542786	1
0.0109686	0.00339887	0.310706	1
-0.00609976	0.00964672	0.120029	1
0.00915741	-0.00809122	-0.00118543	1
-0.0727222	-0.0363322	0.0061722	1
0.00120681	-0.170086	0.104015	1
-0.13808	-0.000492769	-0.0270887	1
-0.286222	0.0658818	-0.029298	1
-0.123915	-0.000690585	0.0469731	1
-0.351351	0.00634724	0.0170772	1
-0.408349	0.102342	-0.0273077	1
-0.416195	0.282477	0.526579	1
-0.237667	0.150535	0.0786529	1
-0.344075	0.305116	0.0552875	1
-0.112323	-0.000526333	0.179168	1
-0.0997283	-0.199062	0.115409	1
-0.250592	0.119424	0.349045	1
0.0135849	-0.0100043	0.0608433	1
0.0323024	-0.00325671	0.0272418	1
-0.07015	-0.0272972	0.0213679	1
-0.0671414	0.0476836	0.227177	1
-0.382549	0.255128	0.218207	1
-0.482613	0.154178	0.169523	1
-0.165982	-0.0966849	0.163411	1
-0.492274	-0.0561343	0.274808	1
-0.507824	0.0221266	0.202832	1
-0.273967	-0.11454	0.147963	1
-0.132304	0.00216268	0.0590873	1
-0.152314	0.00571076	0.0522452	1
-0.175563	-0.0308811	0.224592	1
-0.28527	-0.15513	0.375281	1
-0.0949196	0.0207842	0.172579	1
-0.00351845	0.0246918	0.125232	1
0.00586073	0.169212	0.158384	1
0.000338787	-0.00474337	0.000954665	1
0.0123583	-0.0122931	0.0728538	1
0.00713664	-0.00106677	-0.0442151	1
-0.067672	-0.00451555	0.048174	1
-0.0819542	0.157849	0.0227924	1
-0.382107	0.0326194	-0.00563206	1
-0.274213	0.0302276	-0.0154558	1
-0.0985054	0.251974	0.0442847	1
-0.129681	-0.14901	0.213887	1
-0.213686	0.0138049	0.133897	1
-0.155548	0.00289163	0.0582893	1
-0.358873	-0.236277	0.148184	1
-0.0132351	0.0678497	0.103466	1
0.00519489	-0.00515199	0.0975921	1
-0.00176199	0.130839	0.183274	1
-0.0386721	-0.244006	0.00530471	1
-0.0372093	0.115603	0.155882	1
-0.0863695	-0.00263995	0.0660487	1
-0.523001	0.150444	0.367941	1
-0.198632	-0.0091674	0.0585807	1
-0.288739	0.0165528	-0.0202055	1
-0.546158	0.0574899	0.149073	1
-0.136525	0.377606	0.0615148	1
-0.480432	0.145105	0.00229026	1
-0.305063	0.0257259	0.228288	1
-0.00281668	0.187658	-0.0635108	1
-0.240967	-0.298556	0.174677	1
0.00926475	0.174515	0.0492073	1
0.0131439	0.0587604	0.172466	1
-0.0274651	0.124451	0.0413462	1
0.00913292	-0.0190534	0.0199694	1
-0.0632254	-0.0193609	0.203942	1
-0.104385	0.170005	-0.0417899	1
-0.0421296	-0.0464503	0.0785405	1
-0.545342	0.145832	0.072358	1
-0.311552	0.0539553	-0.036945	1
-0.225856	-0.00934654	-0.042572	1
-0.532735	-0.0512911	0.260878	1
-0.200046	0.0991813	0.0195618	1
-0.533165	0.121127	0.0827998	1
-0.242615	0.0089194	0.0251509	1
-0.00486061	0.178393	0.0479569	1
-0.011519	0.00684513	0.106392	1
0.00990869	0.0212498	0.189782	1
-0.00799873	0.192073	0.103598	1
0.000737122	0.0470448	0.137069	1
0.110632	0.21272	0.221169	1
-0.133989	0.0361898	0.0756898	1
-0.119887	0.0672518	0.0903824	1
-0.31109	-0.016551	0.126927	1
-0.125389	-0.000525731	0.010495	1
-0.38078	0.0801286	-0.00450482	1
-0.185485	0.305071	0.0209642	1
-0.57205	0.219484	0.0452725	1
-0.249879	0.236213	-0.0496581	1
-0.142588	0.0416965	0.111434	1
-0.0270638	0.187707	0.0815093	1
-0.100711	-0.0823352	0.192741	1
0.00881007	0.0789325	-0.0253405	1
-0.00450146	0.155784	0.128897	1
0.035493	-0.0626878	0.00162735	1
-0.191748	0.0897939	0.220195	1
-0.0842799	0.00275706	0.0438194	1
-0.14493	0.0768287	0.0200041	1
-0.127324	-0.00381151	0.0856042	1
-0.333777	-0.0261924	0.0670931	1
-0.519093	0.12063	0.333548	1
-0.306484	0.255871	0.0124075	1
-0.303674	0.0305452	0.108674	1
-0.217013	0.0532216	0.030985	1
-0.155776	0.0412457	0.313816	1
0.0641723	0.114725	0.271554	1
-0.0189452	0.00571573	0.322422	1
5.40944e-005	0.122398	0.144341	1
-0.00231731	0.159191	0.0885525	1
0.129068	0.0434327	0.0866809	1
0.00730045	0.00692345	0.0647632	1
-0.0901455	0.0203047	0.00256985	1
-0.16144	0.00776734	0.00781616	1
-0.428774	0.110778	-0.0492131	1
-0.537089	-0.00397946	0.220575	1
-0.129968	-0.000224124	0.0899417	1
-0.343187	0.0999449	0.20967	1
-0.415131	0.128296	0.0614478	1
-0.112879	0.0318867	0.205253	1
-0.0890773	0.00882805	0.0618344	1
-0.123823	0.00867996	0.236987	1
-0.0363525	0.262621	0.281246	1
-0.133951	0.0795484	0.245954	1
0.0632418	0.204845	0.198332	1
-0.133136	0.135899	0.0785581	1
-0.065097	0.0304344	-0.0125484	1
-0.0479729	0.0624179	0.21978	1
-0.125764	0.0483389	-0.0796126	1
-0.52218	0.0503563	0.323582	1
-0.461371	0.00125383	0.387551	1
-0.451027	0.0862577	0.351626	1
-0.452992	0.14178	0.576329	1
-0.199953	0.161048	0.281371	1
-0.392607	0.216479	0.319199	1
-0.240296	0.0354674	0.137872	1
0.000490185	0.0806913	0.0810216	1
-0.0366146	0.133599	0.0887937	1
-0.0721833	0.136697	0.34492	1
-0.00378029	0.035337	0.0257683	1
0.194269	-0.0392521	-0.0401791	1
-0.217772	0.00695443	0.103883	1
-0.198476	0.0170031	0.00242315	1
-0.578361	0.205505	0.328662	1
-0.280087	0.0579992	0.0313761	1
-0.389469	0.140687	0.381168	1
-0.555675	0.136958	0.258763	1
-0.611676	0.0424113	0.524537	1
-0.517351	0.300327	0.421026	1
-0.235886	-0.0180775	0.0144965	1
-0.337393	0.215078	0.327785	1
-0.112704	-0.0105449	0.187648	1
-0.0659039	0.0736634	0.0709949	1
-0.0510237	0.229258	0.184154	1
-0.0679343	-0.0167508	0.170716	1
-0.401929	0.145784	0.26872	1
-0.0743789	-0.00412364	0.0221494	1
-0.492955	0.215574	0.322177	1
-0.272294	-0.0483183	0.0130989	1
-0.47392	-0.198629	0.292397	1
-0.545032	0.163162	0.351152	1
-0.453189	0.0841262	-0.00813651	1
-0.311864	0.121458	0.306068	1
-0.382612	0.205018	0.210278	1
-0.148738	0.200225	0.167819	1
-0.0561518	-0.0397776	0.45193	1
-0.0574994	0.16324	0.196616	1
-0.261959	0.0213281	0.190243	1
-0.0567291	0.0267501	0.0848091	1
0.00117167	0.00448145	0.00296137	1
0.0126323	0.256639	-0.0296083	1
0.0260997	-0.00849242	0.0765185	1
-0.132997	-0.00407983	0.16522	1
-0.469938	0.0771811	0.20585	1
-0.540782	0.398486	0.181556	1
-0.251886	-0.014598	0.140028	1
-0.280278	0.0242871	0.120663	1
-0.239725	-0.0131306	0.155968	1
-0.221622	-0.0061023	0.107052	1
-0.137923	0.0543497	0.198709	1
-0.145793	0.016977	0.252908	1
-0.278682	-0.0191197	0.252354	1
-0.132878	0.0294855	0.360358	1
-0.0417326	-0.0124864	0.267224	1
0.00428537	0.101972	0.200885	1
0.169478	0.252297	0.102396	1
-0.053085	0.00550162	0.0586164	1
-0.0037436	0.000169257	0.159861	1
-0.0445932	0.00199592	0.0755877	1
-0.232248	0.0202388	0.0188533	1
-0.327849	0.0721176	0.334593	1
-0.174926	-0.00352213	0.199079	1
-0.189392	-0.0122369	0.139362	1
-0.338672	0.0454334	0.137935	1
-0.206458	-0.00912265	0.0963612	1
-0.15671	0.0324815	0.257104	1
-0.359238	0.202428	0.452747	1
-0.138748	-0.067408	0.266531	1
-0.0275249	0.014922	0.197436	1
-0.0176056	0.15194	0.2171	1
-0.0476534	-0.00186394	0.261891	1
-0.0696818	-0.0378383	0.0145688	1
0.0332203	0.00206345	0.139392	1
-0.0454555	0.00404896	0.0751498	1
-0.0869063	-0.00568838	0.0540027	1
-0.507397	0.0788472	0.210618	1
-0.508033	0.15347	0.198657	1
-0.292835	-0.152092	0.161551	1
-0.205175	-0.00856704	0.167828	1
-0.279812	-0.0832077	0.371619	1
-0.250219	-0.191812	0.415022	1
0.0264779	0.177398	-0.0150677	1
-0.0701574	-0.0357576	0.294707	1
-0.00601024	0.15237	0.147688	1
0.0283277	-0.0221855	0.13398	1
-0.032366	-0.0426003	-0.046094	1
0.035304	0.00331185	0.162909	1
-0.274054	-0.134939	-0.0751168	1
-0.268656	-0.032403	0.036112	1
-0.345812	-0.00618095	-0.0220773	1
-0.288778	0.168165	0.394306	1
-0.401173	-0.0560591	0.393185	1
-0.361368	0.12769	0.419832	1
-0.517741	0.140335	0.26412	1
0.00370867	0.172763	0.191588	1
-0.00508161	0.134268	0.00385221	1
-0.156663	0.0347504	0.145226	1
-0.202776	-0.0396535	0.121539	1
0.0101302	-0.00786468	0.0690043	1
0.0178132	0.183677	0.123955	1
0.0234142	-0.166613	0.134786	1
-0.0867016	-0.0107298	0.0820558	1
-0.130666	0.0470332	-0.0284974	1
-0.460236	-0.0234678	0.212771	1
-0.439456	-0.0100736	0.172868	1
-0.377479	-0.221376	0.147004	1
-0.478396	0.0623074	0.172644	1
-0.461127	0.198852	0.373013	1
-0.153983	0.204517	0.1894	1
-0.121419	0.155499	0.0506158	1
-0.367233	0.316805	0.602348	1
-0.00967762	0.115431	0.124011	1
-0.0183019	0.0524879	0.198024	1
-0.00530043	-0.016951	0.0247422	1
0.019849	0.153016	0.219961	1
0.0140654	-0.0517666	-0.00924602	1
-0.0387579	0.0198413	-0.204664	1
-0.0983429	0.206486	0.127933	1
-0.376225	0.0353516	0.0422078	1
-0.545707	0.0678822	0.0368775	1
-0.539133	-0.0173821	0.141032	1
-0.481395	-0.175404	0.0996691	1
-0.424442	0.102591	0.253589	1
-0.261274	0.0368685	0.230557	1
-0.0629543	0.102376	0.334405	1
-0.0611589	-0.0153989	0.0508159	1
-0.295102	0.0961534	0.0033601	1
0.00820864	0.130374	0.179392	1
-0.00571177	0.0505822	0.172462	1
-0.0352912	0.119107	0.328853	1
-0.0209224	-0.0368289	0.0530307	1
-0.00141308	-0.00558084	0.109253	1
0.0252978	-0.000405454	0.048378	1
-0.130884	0.00724383	0.0919229	1
-0.429638	-0.0321411	0.0703007	1
-0.449813	0.304851	0.483344	1
-0.360825	0.236162	0.0455397	1
-0.190636	-0.00319764	0.191141	1
-0.146827	-0.0155122	0.0684298	1
-0.239487	-0.0857702	0.0262992	1
0.00358432	0.165231	0.0476749	1
0.0181791	0.0213136	0.21401	1
-0.00498399	0.0769055	0.276354	1
-0.0326167	0.285647	0.175578	1
-0.0184412	-0.0460847	0.169488	1
-0.0237581	0.00743575	0.0402846	1
-0.23315	0.029151	-0.0196191	1
0.00479405	-0.00438733	0.111953	1
-0.317758	0.284636	0.179031	1
-0.142478	0.00190945	0.0699386	1
-0.381981	-0.153638	0.161557	1
-0.290472	0.0203113	0.340822	1
-0.210898	0.219718	-0.0781996	1
-0.220797	0.129135	0.0103343	1
-0.306163	-0.238724	0.108472	1
0.0848428	0.0746501	0.154856	1
-0.0967797	-0.0467979	0.265525	1
-0.0193433	0.0403663	0.135225	1
-0.399014	-0.00289459	0.294391	1
0.0158692	0.018619	-0.0155136	1
-0.0591774	-0.000343809	0.160642	1
-0.0686272	0.0777568	0.0847965	1
-0.454799	0.0550925	0.312472	1
-0.490146	-0.0180202	0.0791764	1
-0.0974017	0.00190393	0.114177	1
-0.416123	0.237244	0.505893	1
-0.371627	0.0276598	0.503569	1
-0.486161	0.126903	0.0520646	1
-0.318987	0.141141	0.0741077	1
-0.26384	-0.0124664	0.378571	1
-0.13159	0.140417	0.155184	1
-0.017065	0.118699	-0.0258515	1
-0.146386	0.0201884	0.534417	1
-0.0037558	0.0830541	0.229147	1
0.00258392	0.285431	0.21839	1
-0.150285	0.0514719	0.0197344	1
-0.0325754	0.0811716	0.115605	1
0.0242325	0.027835	0.342508	1
-0.13021	0.0819357	0.210873	1
-0.541563	0.0123154	0.323798	1
-0.376017	-0.226076	0.227452	1
-0.364415	0.166555	0.149152	1
-0.500031	0.35294	0.354057	1
-0.30598	-0.0159419	0.0987696	1
-0.278352	0.0162985	0.173203	1
-0.0649896	-0.069654	0.191972	1
0.0179415	0.0330503	0.18295	1
-0.00314017	0.0890684	0.216963	1
-0.412349	0.214005	0.263536	1
0.0288153	0.189457	0.156471	1
0.0229224	0.0449506	0.107261	1
-0.309909	0.150396	0.294699	1
-0.152772	0.15876	0.143681	1
-0.397922	-0.157662	0.192474	1
-0.557133	0.187117	0.209874	1
-0.583182	0.283295	0.448528	1
-0.31373	-0.0103132	-0.0792544	1
-0.137152	0.00449561	0.136924	1
-0.369229	0.0404958	0.144318	1
-0.20734	0.0180479	0.102951	1
0.00234335	0.0833187	0.337613	1
0.00373455	0.116588	0.11947	1
-0.0986785	-0.0779576	0.112567	1
-0.259173	-0.100298	0.31267	1
-0.235289	-0.00823513	-0.00819535	1
-0.0705747	0.0707471	0.0185006	1
-0.154861	0.0403371	0.089789	1
-0.340379	0.128347	0.141389	1
-0.538649	0.172981	0.12644	1
-0.497644	0.179899	0.0873565	1
-0.54981	0.0931877	0.087004	1
-0.495868	0.16364	0.0530073	1
-0.347143	0.0138697	0.202041	1
-0.327129	0.0693802	0.105665	1
-0.173456	0.0866337	0.262708	1
-0.000138966	0.20335	0.00664289	1
0.0514281	-0.00309537	0.164973	1
-0.00240208	0.0680996	0.109189	1
-0.0337379	0.282682	0.234056	1
0.0175291	0.333265	0.152636	1
-0.00171185	-0.0801421	0.26931	1
-0.0600526	-0.00208333	-0.0142061	1
-0.472436	0.0156306	0.242329	1
-0.531077	0.123409	0.0787527	1
-0.452088	0.0643601	0.392291	1
-0.491342	0.103125	0.329594	1
-0.457438	0.118291	-0.00773765	1
-0.409073	0.323594	0.463788	1
-0.471167	0.0561478	0.0781123	1
-0.384776	-0.0174961	0.242728	1
-0.554097	0.224102	0.491756	1
-0.434101	0.172214	0.409563	1
-0.325876	0.15195	0.40866	1
-0.218167	-0.251059	0.161325	1
-0.00692364	0.244115	0.156968	1
-0.414909	0.119623	0.317244	1
-0.165112	0.0211034	0.0917417	1
-0.557042	0.0239544	0.209405	1
-0.507598	0.2061	0.198668	1
-0.605127	0.0547907	0.143556	1
-0.491529	0.269796	0.504304	1
-0.527597	0.246229	0.387388	1
-0.42325	0.144054	0.218868	1
-0.520973	0.209836	0.325437	1
-0.522285	0.290349	0.528568	1
-0.391686	0.204316	0.563452	1
-0.0845628	0.0255621	0.265232	1
0.00324754	0.123593	0.117587	1
-0.524145	0.103726	0.308996	1
-0.163664	0.145865	0.138478	1
-0.364633	-0.0303426	0.225567	1
-0.00300529	-0.0755934	0.100468	1
-0.263184	0.0537164	0.144003	1
-0.568261	0.164038	0.263181	1
-0.453783	0.0811611	0.165052	1
-0.603209	0.178192	0.281105	1
-0.462045	0.12684	0.412591	1
-0.518345	0.235896	0.330053	1
-0.317075	-0.00331948	0.06711	1
-0.317488	0.185003	0.0904544	1
-0.0888652	0.127581	0.246739	1
-0.111123	0.178143	-0.078154	1
-0.00640297	-0.0337656	0.213413	1
-0.115248	-0.158789	0.160009	1
0.00128063	-0.00379272	0.00545674	1
-0.076359	0.0735052	0.331505	1
0.016585	0.0378349	0.210144	1
-0.257717	-0.00708568	0.221476	1
-0.0999627	-0.0051751	0.0864694	1
-0.231249	0.0408325	0.33996	1
-0.20398	0.00228976	0.121927	1
-0.430436	0.144464	0.202841	1
-0.207487	-0.000109195	0.153095	1
-0.191618	-0.00149434	0.235434	1
-0.167079	-0.00195422	0.172312	1
-0.178993	0.133228	0.209218	1
-0.132865	0.0326464	0.289855	1
-0.0185428	0.00505761	0.167568	1
-0.0802212	0.00404991	0.113211	1
-0.0195674	0.098764	0.262245	1
0.00649315	0.0211285	0.032607	1
-0.274569	-0.148331	-0.081459	1
-0.181979	-0.0304743	0.151026	1
-0.113635	0.00734694	0.158987	1
-0.146125	0.00558212	0.0888683	1
-0.114581	-0.00873827	0.100304	1
-0.283422	0.0570683	0.276655	1
-0.167181	0.00147513	0.227992	1
-0.00294854	0.0557589	0.239647	1
-0.192112	0.259174	0.299146	1
-0.121576	0.0791958	0.21759	1
-0.058793	-0.118556	0.294808	1
0.0034151	0.0227233	0.184631	1
-0.0697511	0.235289	0.25455	1
0.0150557	0.000758311	0.0874139	1
0.0634374	0.0664496	0.0905379	1
0.045215	0.00895069	0.113326	1
-0.0156646	-0.00392854	0.0559886	1
-0.414812	-0.0313724	0.140656	1
-0.0953068	0.00547375	0.134533	1
-0.24526	0.0292105	0.0626831	1
-0.355696	-0.194372	0.0760005	1
-0.326664	0.00830001	0.251141	1
-0.409802	0.239679	0.56806	1
0.0486363	-0.00338873	0.208571	1
-0.254365	0.0278023	0.23706	1
-0.0811273	-0.135882	0.354163	1
-0.054477	0.0817478	0.486255	1
0.00222067	0.0658351	0.260608	1
0.0279232	0.0909696	0.19175	1
-0.0125249	0.0908483	0.298928	1
-0.119124	0.00861301	0.092124	1
-0.169688	0.15188	0.135329	1
-0.421151	0.121366	0.498111	1
-0.57666	0.224431	0.177732	1
-0.249419	0.212495	0.50322	1
-0.380826	0.184029	0.542879	1
-0.424269	0.12763	0.318112	1
-0.0400976	0.233672	0.0751867	1
0.00567825	0.0919267	0.223658	1
-0.395448	0.133769	0.488543	1
0.00609133	0.0662593	0.204819	1
0.00792732	0.00654893	0.0283465	1
-0.0168434	0.1073	0.232619	1
-0.0429349	0.0318298	0.136707	1
0.0805911	0.00245798	0.056637	1
-0.184494	0.0419536	0.0305302	1
-0.0134764	0.0338344	-0.017798	1
-0.202457	-0.057817	0.307448	1
-0.186478	0.0769824	0.385213	1
-0.550565	0.143322	0.0615672	1
-0.482761	0.0606617	0.095072	1
-0.610612	0.1509	0.0722135	1
-0.239985	0.217458	0.327185	1
-0.533061	0.105525	0.592476	1
-0.0425697	0.140084	0.226235	1
-0.32239	0.208256	0.559095	1
-0.0112829	0.0423876	0.229792	1
-0.00246289	0.00532029	0.022129	1
0.0661019	0.245933	0.167104	1
0.0109565	0.132078	0.0882547	1
0.0142584	0.251155	0.169253	1
0.0362047	0.0897043	0.158035	1
-0.215514	0.0189772	0.086289	1
-0.505091	0.108399	0.351884	1
-0.437021	0.140557	0.322937	1
-0.464644	0.0557697	0.13682	1
-0.45328	0.261732	0.547594	1
0.108502	0.264741	0.151387	1
-0.0831194	0.00521201	0.155444	1
-0.057474	0.249507	0.189887	1
-0.011066	0.00670383	0.26744	1
0.0163608	0.00318829	0.0777159	1
-0.134824	0.207816	0.414133	1
-0.0269793	0.0509667	0.180911	1
-0.0361102	-0.00422819	0.0416971	1
0.00456705	-0.083007	-0.0314309	1
0.167306	0.179296	0.16445	1
-0.442738	0.0762681	0.134992	1
-0.566573	0.024259	0.162572	1
-0.485646	-0.00251427	0.120437	1
-0.52082	-0.0509898	0.136689	1
-0.512192	0.144294	0.199961	1
-0.133952	0.0604754	0.0963167	1
-0.145692	0.0186763	0.251653	1
-0.0590406	0.00567754	0.342166	1
-0.017015	0.036709	0.219002	1
0.0286712	-0.00648872	0.214535	1
-0.26504	0.133653	0.287693	1
0.00428558	0.191944	0.0899242	1
-0.0267389	0.204936	-0.0318792	1
-0.191408	-0.0642678	0.0887671	1
-0.017795	-0.0261355	0.24498	1
-0.330524	-0.0039449	0.177256	1
-0.10446	-0.00916994	0.108445	1
-0.201803	-0.0531563	0.0730654	1
-0.47644	0.176374	0.300673	1
-0.19628	0.0414532	0.184207	1
-0.306446	0.108492	0.322784	1
-0.389422	0.171845	0.391797	1
-0.0618863	0.148832	0.445978	1
-0.120915	-0.130669	0.374831	1
0.00160321	0.158613	0.186509	1
-0.277142	0.0837796	0.142681	1
0.205238	0.0449599	0.0310627	1
-0.0478572	-0.0205825	-0.0254278	1
-0.0896431	-0.00197191	0.0592575	1
-0.00127854	0.178222	0.0801536	1
-0.467947	0.0448823	-0.0310201	1
-0.0638169	-0.000851699	-0.035256	1
-0.14266	0.0468763	0.00657546	1
-0.49953	0.16406	0.413024	1
-0.485031	0.138289	0.144309	1
-0.0964586	0.117023	-0.0227821	1
0.0282555	0.0464356	0.279598	1
-0.0535715	0.0510404	0.112945	1
-0.0970883	0.148547	0.260012	1
-0.0348316	-0.027572	0.138749	1
-0.0210412	0.263421	0.0907146	1
-0.142346	0.213878	0.144952	1
-0.057265	0.000288389	0.129701	1
-0.1393	0.423361	0.293288	1
-0.337761	0.312401	0.339262	1
-0.184872	0.495865	0.350886	1
-0.0660721	-0.00423107	0.114893	1
-0.19138	0.154249	-0.0212184	1
-0.273657	0.00889923	-0.0165449	1
-0.54245	0.357334	0.501372	1
-0.0383283	0.0592355	0.154582	1
-0.180858	-0.0990576	0.217977	1
-0.0303237	-0.0222465	0.298331	1
-0.032253	0.252889	0.143772	1
-0.0320805	0.14162	0.369619	1
0.00773018	-0.00731554	0.0262613	1
-0.0276769	0.138514	0.154773	1
-0.23223	0.337857	0.228259	1
-0.0313302	-0.0497644	-0.033882	1
-0.151357	0.0615284	0.190598	1
-0.42216	0.261293	0.269979	1
-0.369762	0.0271243	0.216926	1
-0.245034	0.000354435	0.0656558	1
-0.467924	0.263012	0.345585	1
-0.328375	0.0483528	0.311433	1
-0.157653	0.00287395	0.214043	1
-0.0741239	-0.00211545	0.0846687	1
-0.116413	0.00300488	0.218005	1
-0.0417842	0.189288	0.148131	1
-0.356156	0.0751169	0.502474	1
-0.00450757	0.0687067	0.23937	1
-0.119814	0.109011	0.13365	1
0.142207	0.102684	0.0661659	1
-0.0725694	-0.0165976	0.0420913	1
-0.122714	0.0823634	0.264126	1
-0.486072	0.23779	0.336504	1
-0.544022	0.024193	0.147014	1
-0.446611	0.241402	0.132687	1
-0.565272	0.278029	0.264239	1
-0.401061	0.138964	0.376354	1
-0.332877	0.0425014	0.466584	1
-0.331026	0.326804	0.522721	1
-0.0654999	0.15709	0.383857	1
-0.0749619	0.0531934	0.396727	1
0.00337595	0.139269	0.193502	1
-0.00578074	0.160628	0.201304	1
-0.155556	0.129757	0.0421735	1
0.0355641	0.148066	0.123997	1
-0.439494	0.0708999	0.210919	1
-0.465515	0.272568	0.363154	1
-0.476372	0.129022	0.393224	1
-0.241151	0.0929001	0.0498731	1
-0.506255	-0.204754	0.310747	1
-0.361483	0.0966166	0.0942648	1
-0.474047	0.154794	0.531489	1
-0.399976	0.0978709	0.244878	1
-0.365825	0.287342	0.470609	1
-0.362642	0.177475	0.53484	1
-0.209415	0.127727	0.598086	1
-0.336976	-0.268882	0.167791	1
-0.139437	-0.0215344	0.348898	1
-0.105473	0.330655	0.200064	1
-0.12041	0.018394	-0.00382354	1
-0.226267	-0.00298155	0.0926751	1
-0.379015	0.150216	0.223363	1
-0.386802	0.0139249	0.227259	1
-0.518634	0.139035	0.205784	1
-0.362903	0.108666	0.365233	1
-0.549038	0.15365	0.193863	1
-0.479832	0.272958	0.200427	1
-0.308531	0.314191	0.404582	1
0.0378478	0.0251962	0.286486	1
-0.069704	0.0848797	0.0358828	1
-0.0040022	0.01098	0.294347	1
-0.0257226	-0.0942753	0.378755	1
-0.263048	-0.0445316	0.14723	1
-0.231345	0.288141	0.323927	1
-0.117659	-0.000368286	-0.0986133	1
-0.379198	0.25314	0.236235	1
-0.495338	0.0409933	0.19565	1
-0.562182	0.100181	0.131819	1
-0.444028	0.228082	0.432342	1
-0.546418	0.0417858	0.222471	1
-0.414372	0.141243	0.386562	1
-0.521746	0.116342	0.536787	1
-0.306417	0.20273	0.471834	1
-0.127229	-0.0555219	0.307561	1
-0.0524853	0.0222516	0.10079	1
-0.00455562	0.265823	0.195504	1
-0.0210319	0.194754	0.206184	1
-0.0198462	0.120747	0.615274	1
-0.145666	-0.0267736	-0.091262	1
-0.0119612	-5.10974e-005	0.143077	1
-0.0618257	0.8252	-0.040468	1
-0.32599	0.227847	0.251149	1
-0.41532	0.311436	0.439945	1
-0.22871	0.0819681	0.343437	1
-0.235644	0.0332387	0.324507	1
-0.106117	0.00569558	0.0919663	1
-0.189653	0.000121463	0.19563	1
-0.151705	-0.00404735	0.191679	1
-0.144195	0.00196689	0.156588	1
-0.174339	-0.000685833	0.23424	1
-0.14946	0.00735607	0.33361	1
-0.0500475	-0.0166209	0.222684	1
0.0563328	0.00976328	0.182975	1
-0.125015	0.226607	0.10403	1
0.0312451	-0.000515909	0.0928286	1
0.0430924	-0.0273792	0.078257	1
-0.0421772	-0.0248675	0.255435	1
-0.202784	0.0873346	0.316436	1
-0.391712	0.320509	0.163767	1
-0.485002	0.253431	0.274912	1
-0.264633	-0.0059946	0.190026	1
-0.237141	0.04537	0.231824	1
-0.160578	0.0546049	0.379488	1
-0.130413	-0.0289745	0.304738	1
-0.0600753	0.0551275	0.255142	1
0.0177776	0.0359127	0.336277	1
-0.0526645	-0.0948958	0.286013	1
-0.272839	-0.0866009	0.548084	1
0.00916126	0.0190659	0.0458888	1
0.0532827	0.0774173	-0.191182	1
-0.00485567	0.198449	0.350554	1
-0.496206	0.106871	0.170022	1
-0.493445	0.118289	0.272133	1
-0.032447	-0.00894244	0.100675	1
-0.393926	0.270016	0.414635	1
-0.452121	0.183339	0.0594052	1
-0.378669	0.214406	0.388651	1
-0.321888	0.0548055	0.406509	1
0.0513528	0.169614	-0.207258	1
-0.163772	-0.0151237	0.20041	1
-0.0102244	0.172888	0.376212	1
-0.00194436	0.0378374	0.208649	1
-0.0130759	0.0150303	0.0440266	1
0.0532688	0.00875443	0.0731317	1
0.0318373	0.109806	-0.0461974	1
-0.199298	0.152522	0.178486	1
-0.157817	0.117347	0.117868	1
-0.484364	0.22732	0.441916	1
-0.331045	0.193988	0.333669	1
-0.509477	0.0142664	0.0959379	1
-0.344384	0.0947446	0.0978035	1
-0.5784	0.217484	0.120378	1
-0.289386	-0.0190835	0.195116	1
0.0702369	0.177225	0.311619	1
-0.23918	0.182318	0.381473	1
-0.0481154	-0.117829	0.0564291	1
-0.105546	-0.130454	0.394262	1
-0.00364452	0.074551	0.224072	1
-0.0189716	0.139133	0.113158	1
-0.0716775	0.497148	0.205502	1
-0.110223	0.392423	0.180415	1
-0.292046	-0.0292272	0.252149	1
-0.0230911	-0.00761543	0.148054	1
