X	Y	Z
3.36522	-8.8622	0.253567
3.15408	-8.86054	-0.989366
3.94996	-7.95442	0.456498
7.15481	-7.09725	-0.238431
6.36082	-5.90862	2.06743
8.83083	-5.3204	0.190265
-8.85343	-8.85739	-0.201468
-8.02782	-8.86129	0.191687
-6.39605	-5.38075	2.29499
-4.40447	-8.86037	0.305415
-5.57117	-7.11293	2.91144
-3.4934	-8.8618	0.581833
-1.78688	-4.28577	0.753086
-1.65381	-6.21961	-0.313197
0.33371	-7.23143	-0.961126
1.10172	-8.86126	-0.649787
5.77185	-7.21494	-0.851481
3.70905	-7.26683	-0.438975
4.61093	-8.04372	1.09452
7.43863	-8.86072	-0.108053
6.319	-7.95584	-0.0623126
-8.84693	-7.15322	0.342113
-8.83452	-5.66608	-0.576863
-6.50325	-8.00165	-0.285897
-7.1645	-5.3909	2.72306
-6.41685	-7.14288	1.48164
-4.78564	-4.47046	-1.27048
-2.89347	-8.86196	0.937145
-0.586329	-8.86119	-1.52361
4.00275	-4.37096	-2.21854
3.82781	-5.14357	-0.270722
0.99226	-8.01611	0.228549
3.53772	-6.58383	-0.961399
7.37792	-7.98354	0.84871
8.8436	-6.64918	-0.771503
8.09361	-8.86081	-0.505211
-8.85309	-7.99269	0.729475
-6.5317	-7.99997	0.510495
-8.83356	-5.60168	0.960394
-3.40763	-6.04428	-1.41837
-2.80366	-8.03445	0.0116289
-3.03851	-6.00418	-0.275652
-3.30746	-6.44298	0.390208
1.39309	-5.22481	0.73947
0.578846	-8.8615	-1.18199
1.81505	-8.03034	0.133374
4.32337	-8.86197	-0.572336
6.50584	-6.69344	3.82711
5.52446	-4.33096	1.80227
8.04709	-8.03538	-0.710274
8.85456	-8.86019	0.525612
-8.85304	-7.97215	0.06786
-6.78848	-8.86054	1.00267
-7.27986	-7.97225	0.930529
-4.02487	-4.35562	-2.78022
-5.53372	-6.44023	-3.28634
-4.111	-7.16359	0.909323
-4.06233	-4.50933	1.66189
-0.11735	-7.22215	1.53426
-1.23141	-7.99487	0.0104561
1.18548	-7.13716	-0.660399
5.26175	-5.20672	1.79759
4.86417	-5.2482	-0.472349
4.73713	-4.36861	1.20985
7.50179	-8.86145	-0.860259
8.83674	-5.98495	-0.300806
-7.19753	-7.12878	1.70132
-6.78581	-8.86061	-0.482533
-5.67281	-7.19632	-0.784226
-5.56094	-6.28016	1.9044
-5.55883	-6.29371	2.82126
-3.05349	-5.11737	1.45999
-1.39201	-8.861	-0.327228
-1.20638	-8.86083	-1.68008
4.81481	-6.03374	-0.0225492
3.66995	-8.0455	-1.93741
4.60959	-6.65198	-0.654735
4.05373	-8.02935	-0.428222
8.85578	-8.86057	0.0331813
7.97852	-7.49252	-0.109029
8.84235	-6.63892	0.166152
-8.82124	-4.71987	-0.643237
-8.84759	-7.24773	1.04028
-8.85388	-8.85784	0.660096
-8.81675	-4.56287	-1.43378
-6.355	-5.37243	0.459084
-1.04416	-5.882	3.97062
0.272217	-5.19747	3.81277
-1.56213	-6.54081	0.640289
4.61648	-4.53993	4.95098
0.957224	-7.81568	-1.81825
5.24732	-8.86151	-1.40149
3.86719	-4.35159	1.57893
8.8533	-8.03474	-0.595161
8.00776	-7.15723	-1.51762
7.08063	-5.31806	-0.174238
-8.83296	-5.52702	0.18363
-7.14484	-6.27419	-0.781595
-4.24081	-7.97791	0.0358994
-5.78454	-7.99518	-0.804378
-5.56432	-4.46466	0.837606
-1.11806	-5.82251	0.683267
-0.934387	-4.34259	1.96357
-0.170278	-5.85431	-1.75527
4.4717	-6.12311	-2.32183
4.62066	-6.70593	0.469951
4.41617	-5.24958	1.38273
5.2795	-5.91013	-1.93364
7.94855	-5.33143	0.0538586
8.85284	-8.05283	0.0796798
8.84751	-7.28848	1.78205
-8.8533	-8.00558	-0.607517
-8.00082	-7.21031	0.768637
-5.58555	-5.44551	-0.110242
-3.551	-7.98588	-0.403072
-4.69155	-6.2341	-0.580416
-2.07779	-8.86188	-0.0539118
-4.81219	-5.81306	4.11663
-1.12011	-6.06757	-2.16018
4.32847	-5.24314	-1.17372
0.423708	-5.21349	-1.48776
2.60525	-8.04143	-0.0145155
3.94917	-4.37223	-1.25015
8.85291	-8.03796	0.761565
8.84786	-7.32586	0.269283
7.92907	-5.36236	-0.861826
-8.8191	-4.67945	3.32471
-7.98183	-6.30135	-0.788284
-7.97196	-5.4082	-0.544331
-6.36889	-6.25114	0.50895
-3.9883	-5.97713	2.95273
-1.33866	-5.43008	-0.644145
-0.764624	-6.43848	1.259
0.566875	-6.43905	-1.94244
2.58597	-5.11882	-0.478033
1.66863	-4.36332	-2.66712
0.0757716	-7.31423	0.71749
4.65551	-6.12037	-1.30518
7.89287	-5.22911	2.34565
6.56808	-8.01778	-0.756497
8.81749	-4.52685	1.09334
-8.84094	-6.36427	0.114165
-7.24194	-7.08065	0.897304
-5.07477	-7.99458	-0.403761
-3.55525	-7.16528	-0.124137
-5.60679	-5.40804	2.69803
-1.02964	-6.03126	-1.2443
-0.295907	-5.09119	1.783
-0.554545	-7.20565	-0.922548
1.47769	-5.13719	-1.24071
0.0678495	-8.86184	-1.7156
1.03521	-6.01739	0.156021
5.58298	-5.98202	0.379397
6.39088	-6.4723	-0.977011
6.376	-6.68141	0.303282
8.83076	-5.33482	1.10125
-8.03519	-4.48239	0.307222
-7.96122	-5.43565	0.379418
-6.35187	-6.04174	-1.05798
-4.76388	-4.34778	3.12387
-3.82731	-4.4508	0.0254655
-3.051	-5.81038	0.916643
-3.954	-4.4539	-0.874787
2.63875	-6.69834	1.3472
2.88274	-7.18752	-0.854444
-1.04043	-7.28038	-2.32428
3.59396	-5.78482	1.68189
5.43164	-5.88137	-0.871057
4.82592	-8.86187	-0.047394
6.36682	-4.31136	1.38281
7.14914	-4.30813	0.952477
-7.18728	-5.35468	-1.056
-5.01721	-8.86087	-0.0891319
-7.25322	-7.97221	0.176579
-5.53655	-5.39345	0.854338
-2.45504	-6.47286	0.819535
-2.26267	-5.08862	0.8619
-2.61451	-4.28735	1.36322
-2.93137	-7.16152	-0.572982
2.32256	-7.99205	-1.55721
2.97829	-6.35057	0.127794
2.45696	-6.53982	-0.535083
6.32734	-6.66291	1.53137
6.48857	-7.28534	0.936672
6.98066	-8.00395	0.265451
7.23764	-4.39228	-0.018668
-6.36663	-4.44343	0.361684
-4.96371	-7.99545	0.315528
-7.14423	-5.42078	-0.125402
-3.86813	-5.39683	0.00189915
-4.83873	-4.47063	1.30529
-3.05765	-5.19914	-2.44129
-1.78545	-8.04421	1.52457
-1.73706	-7.96476	-1.18933
2.43979	-6.64541	-2.3643
2.35491	-4.33478	-0.0267859
-0.12644	-4.32374	0.311821
6.29292	-6.65309	2.60142
5.53215	-6.43637	2.12849
8.01158	-6.47364	1.25324
5.3696	-5.21681	0.81535
-8.02399	-8.86109	1.50704
-5.59631	-8.86075	0.280829
-5.56718	-8.86028	1.02195
-4.20475	-8.8608	0.93369
-3.65993	-8.86142	1.97935
-2.98365	-8.86161	1.65356
-1.05318	-8.86214	1.56474
0.259104	-8.86236	1.61483
1.01927	-4.37957	-0.0633514
2.36652	-8.86147	1.05958
2.62059	-8.86174	0.408267
4.09631	-8.86087	0.111198
5.36149	-8.00868	0.0811325
6.24793	-8.86066	-0.404628
8.05675	-8.86216	2.10628
-8.8416	-6.42124	0.911361
-7.38793	-8.86048	0.611012
-6.38669	-5.38312	1.37446
-2.40509	-6.61247	1.77721
-3.58754	-8.86212	1.26374
-2.53116	-8.01526	1.58013
-1.74395	-8.86209	1.783
-0.955475	-8.86164	0.850046
0.941523	-8.86189	1.36489
3.10236	-8.86164	0.919622
3.27769	-8.03243	0.721931
5.0764	-8.86164	1.11336
8.83824	-6.05845	0.650836
6.76776	-8.86131	0.142603
8.81641	-4.57904	2.74522
-8.8541	-8.8571	1.09368
-8.02725	-8.86127	0.858125
-6.35523	-6.26107	3.10791
-3.28126	-7.20901	1.53952
-6.43493	-4.44991	2.19115
-0.803792	-4.35462	3.03403
-0.256676	-8.86065	-0.235874
1.23966	-6.52855	3.17028
3.96137	-5.86182	0.477092
3.16477	-6.17811	0.922627
4.913	-5.04677	2.72671
4.58601	-8.86154	0.611746
6.39738	-4.38505	0.426182
7.32559	-8.00828	-0.361844
8.85558	-8.85965	1.49695
-8.85429	-8.85784	0.229747
-8.85301	-7.96965	1.40745
-6.39449	-4.45601	1.26869
-5.45086	-5.21503	-1.95931
-4.76618	-6.28049	0.417068
-4.76267	-5.37968	2.22041
-3.95799	-4.30164	2.60569
0.00904916	-4.33094	3.44455
2.54481	-5.84352	2.2016
1.82089	-5.13154	-2.18831
5.45474	-6.61465	0.876936
5.48691	-7.2438	2.45656
5.6067	-4.29667	-0.0848783
8.84288	-6.63324	2.13009
8.85482	-8.85977	1.0102
-8.83233	-5.45365	1.76998
-8.01973	-8.02382	1.32349
-7.26069	-4.46462	2.62627
-3.2938	-4.31803	1.97551
-1.98773	-5.8289	1.23881
-3.66654	-4.48672	0.916286
-3.44839	-6.13481	2.31358
-0.319836	-8.86138	0.537995
0.950291	-5.1279	2.18006
2.24653	-6.62175	0.524848
3.84342	-8.86138	0.768076
6.07151	-8.86137	0.291486
7.15799	-4.38384	4.57307
8.85289	-8.03076	2.10639
8.85355	-8.01482	1.43703
-8.85321	-7.99077	2.05489
-8.81985	-4.71442	0.908452
-8.81652	-4.6313	1.69674
-7.19203	-5.34708	0.823694
-0.930037	-4.28484	1.02273
1.34089	-4.37024	1.31765
0.361917	-8.07778	-1.98015
-2.21163	-4.34067	0.0385823
0.0153123	-5.92492	0.191965
4.60348	-5.78697	2.13121
3.37582	-5.25593	-1.16793
3.78911	-7.15328	0.563099
8.84763	-7.27403	0.996163
7.16613	-7.19834	0.512349
8.85593	-8.85939	1.97825
-7.90711	-5.39682	-2.38037
-8.01416	-7.17716	-0.846245
-7.22963	-7.98617	-0.564301
-6.49469	-7.1445	0.666457
-3.2257	-8.86153	-0.24087
-4.75247	-5.38951	0.397271
-2.48221	-8.03912	0.823524
-0.0805209	-8.86259	4.19539
-2.48473	-4.351	-2.78484
3.19556	-7.94626	1.58559
-0.0505882	-8.02783	1.31427
4.66603	-4.3569	2.12665
7.96328	-5.44683	3.18115
7.33511	-8.86179	0.599403
8.01152	-4.4363	-0.480987
-7.17818	-7.1217	3.26204
-8.84028	-6.27044	1.71207
-7.96177	-5.39832	3.23696
-5.56539	-6.28684	3.75641
-7.13535	-5.39647	3.63308
-1.62374	-6.89013	3.5401
-0.588342	-8.06305	-2.48677
1.75393	-5.71276	4.70289
0.918489	-6.00019	-3.49495
4.48178	-5.71782	3.07911
3.59185	-8.86093	1.43883
3.1635	-4.37018	0.229174
8.8533	-8.03991	2.7975
8.84764	-7.23503	5.08173
8.82942	-5.28686	2.14293
-7.21845	-4.45859	1.7148
-7.10478	-5.27098	-2.93173
-5.61159	-4.39939	-3.74212
-6.35723	-6.28249	1.39188
0.458488	-6.66481	-3.0211
-7.14935	-6.27146	0.0771284
-3.29407	-4.3798	-3.25319
-0.458669	-8.86219	1.87667
-3.90315	-6.51567	-3.97197
2.40667	-4.97411	0.707027
1.8687	-8.86177	0.538706
7.20395	-5.19231	0.785276
3.88134	-8.02432	1.31658
7.99366	-8.8627	0.819486
8.84319	-6.60393	1.21175
-7.97433	-6.33236	2.43944
-8.00049	-7.21945	1.60106
-5.61598	-4.46674	2.69488
-6.31834	-5.38311	3.27593
-5.53789	-5.35867	3.71489
-0.657293	-4.37605	-0.75359
3.45323	-6.60501	-2.05972
1.47342	-4.38418	3.06664
0.421088	-7.16223	-2.31247
0.63583	-7.27077	-0.0785108
4.9478	-7.30929	0.873851
5.88937	-8.03301	3.22175
7.97204	-7.39571	2.54404
7.92454	-5.91671	1.94598
8.83625	-5.9416	1.65176
-8.05298	-4.45221	3.93431
-6.48886	-7.98152	1.2406
-4.15659	-8.00185	0.819634
-4.69542	-4.42428	-0.344222
-4.84038	-4.37693	-2.23497
-1.26687	-5.12225	1.28318
-4.1346	-5.14232	-3.68724
0.956628	-4.36284	-1.90625
1.76805	-4.31559	-1.63429
4.82056	-4.3094	0.250562
4.02661	-4.29784	-0.301368
6.33375	-6.04251	-0.257853
7.96916	-6.68574	0.228716
6.63704	-8.02493	1.17296
8.06539	-4.3375	2.30698
-8.81787	-4.67811	0.117831
-7.98256	-6.33515	0.842833
-5.65762	-7.13985	1.20878
-4.94276	-7.97933	1.02764
-4.84942	-6.27942	1.30992
-5.19247	-7.14801	-0.145338
-3.14709	-8.8613	-1.01175
0.790889	-7.26092	1.36489
0.882056	-5.20314	-2.29655
3.95054	-5.11574	2.21838
3.01853	-7.21259	0.778599
4.22344	-7.24298	1.23894
7.20434	-6.25629	2.92029
7.96066	-7.32637	1.61236
8.81663	-4.50999	0.335616
-8.06807	-4.45791	3.01408
-7.98616	-5.44066	1.33654
-5.57448	-5.40179	1.7656
-6.36543	-5.17229	-2.42201
-0.88352	-6.23304	-0.023455
-0.977938	-4.34247	0.130698
-0.441134	-6.32132	2.19626
1.95204	-5.19265	2.4697
0.401087	-8.86168	0.913064
4.54941	-5.15246	0.393788
2.16876	-7.30696	0.0946111
3.90507	-6.45911	1.20822
6.35472	-6.08128	0.934712
7.06319	-5.0947	1.78489
7.22614	-4.25013	1.89618
-7.21266	-5.38396	1.77802
-7.1548	-6.2192	0.976029
-5.7411	-8.00045	0.738527
-4.91842	-7.15223	0.690507
-2.92711	-4.31991	0.555727
-4.70829	-5.40894	1.33851
-2.13308	-5.21186	-2.28224
0.271287	-6.57692	4.7397
-0.365519	-7.96603	-0.140298
3.19621	-4.31207	2.11193
0.853981	-5.42132	-0.599354
4.00172	-6.4433	2.16606
6.09768	-8.03979	0.620578
7.98169	-7.2718	0.790263
7.98305	-4.34827	1.41815
-5.62364	-4.47484	1.78183
-7.15611	-6.2588	1.87037
-4.81699	-4.43217	2.24509
-5.60871	-6.28022	0.951767
-2.20141	-8.86145	0.653507
-1.72487	-5.87633	2.35556
1.97273	-6.72434	2.4495
-0.826799	-8.03255	1.291
-3.94126	-7.31959	-2.44555
3.9378	-4.29407	2.67023
1.85114	-6.45089	-1.32156
5.52375	-6.46255	3.20999
5.36029	-8.00768	0.874956
7.11329	-6.40111	2.10749
5.51764	-4.35455	2.7293
-8.03134	-8.86132	2.14402
-6.18627	-8.86103	0.646876
-5.54203	-8.86016	2.4201
-0.950963	-5.70989	1.80398
0.593084	-5.155	1.25775
-1.21619	-8.86179	2.28617
-0.182456	-8.862	3.0702
0.0982042	-8.86157	2.34206
1.12311	-8.8612	0.681976
2.87531	-8.8612	1.59697
2.14978	-8.86199	1.74255
-0.28559	-6.60924	0.545992
6.07341	-8.86179	2.13942
4.76689	-6.48593	1.63096
8.05307	-8.8623	1.41926
-8.82052	-4.72637	2.5212
-7.37911	-8.86049	2.12614
-6.18055	-8.86035	2.10055
-4.9098	-8.86046	2.03971
-4.27854	-8.86019	2.35484
-2.39346	-8.86248	2.954
-1.68536	-8.86111	3.1234
0.175648	-6.50494	1.56315
1.21286	-8.86164	2.62849
1.44533	-8.86183	1.89468
5.3486	-8.86207	2.29959
6.31761	-8.86233	1.45384
7.26573	-8.86226	2.45604
6.53285	-8.0396	1.96212
8.82131	-4.7719	5.12273
-8.85474	-8.85763	1.52468
-8.02257	-8.86123	2.77612
-7.97877	-5.42821	2.30362
-4.05194	-8.01375	1.55343
-4.26292	-8.86101	1.63046
-1.85574	-8.86138	2.49052
-0.656027	-5.74509	2.78074
0.160112	-4.5758	-0.453184
1.69712	-6.05789	0.801793
1.67563	-8.86121	3.14696
4.1017	-8.86204	1.94838
2.99085	-7.23855	-0.0259082
7.31763	-8.01275	1.63368
8.07698	-8.86202	2.73183
8.03135	-8.05767	2.02551
-8.85475	-8.85787	1.95627
-8.85477	-8.8574	2.39204
-5.67165	-7.97841	1.4674
-4.85229	-7.2339	3.23455
-3.84582	-5.46344	1.76367
-1.19774	-6.6482	2.43015
-1.10604	-7.98512	1.95036
-0.58502	-5.1575	4.53318
2.2499	-4.35672	1.43952
4.00972	-6.49355	3.10371
3.35845	-8.86135	2.1086
6.39346	-5.48785	4.08435
7.98542	-7.16274	5.64446
7.27532	-7.96901	3.29333
8.85627	-8.85924	2.96763
-8.84583	-7.06319	1.69758
-7.2079	-7.9865	1.66525
-6.44322	-4.48524	4.01437
-4.89054	-8.8607	1.33631
-4.83375	-6.16134	3.16872
-2.14518	-7.32083	4.00132
-2.66478	-5.81582	1.91873
-0.0664075	-5.86156	4.39528
3.78879	-7.22171	3.10529
4.62327	-6.42908	4.64866
4.32982	-8.86208	1.27837
5.21049	-8.02875	1.76816
7.98933	-5.24974	1.29188
6.78079	-8.86236	1.94716
8.85644	-8.85912	2.47168
-8.05886	-4.47908	2.0953
-8.84673	-7.17004	3.04973
-6.79902	-8.86029	1.74608
-3.99394	-5.18844	2.62215
-3.06903	-5.15867	2.44893
-3.96497	-7.20591	4.06985
-2.32154	-4.30711	3.31534
1.98492	-6.30325	1.74144
-0.17937	-7.15367	-0.190308
1.64437	-8.86208	1.20065
5.39541	-7.03896	4.08224
6.27061	-7.29587	2.13058
8.01453	-8.05991	2.92897
8.84837	-7.2599	3.57485
8.8364	-6.00534	2.5933
-8.84084	-6.37549	3.28392
-8.02561	-8.01335	3.60234
-7.25391	-7.97974	3.1631
-8.0453	-4.49421	5.76875
-1.08248	-7.26398	3.00432
-2.49326	-6.51955	4.66358
-2.07612	-7.20954	4.80325
-0.0876698	-4.31274	1.27682
0.91662	-6.08487	4.726
-0.850452	-7.24681	0.886962
6.28639	-5.22363	3.1992
5.33802	-8.86157	0.448471
7.13401	-8.86196	1.21847
8.01102	-7.16688	6.43966
8.01658	-7.99172	3.67331
-8.85291	-7.99562	2.7476
-7.96753	-6.30825	4.82634
-7.38179	-8.86032	1.35683
-7.17245	-7.11311	2.48442
-3.2705	-6.41402	1.45684
-2.4279	-8.86168	2.11899
-2.25257	-4.33059	4.26843
-0.0627052	-7.23168	-1.68485
3.01663	-6.51413	2.94913
2.33142	-4.40408	3.22108
3.01437	-5.17827	2.6641
1.59472	-5.16896	-0.165002
7.95504	-6.7271	2.16812
8.83197	-5.35797	3.11678
8.83813	-6.15983	3.49761
-7.96264	-6.3019	4.03889
-4.02009	-8.0013	2.41778
-4.2595	-6.79259	2.77775
-7.99378	-7.18133	4.03016
-4.83997	-5.25741	3.15814
-3.43934	-6.62904	4.48937
-1.38603	-4.29498	4.71346
1.11531	-4.3775	4.71563
2.26876	-6.13493	3.01198
1.55752	-8.86182	-0.0658876
0.907314	-4.39444	-0.980537
5.59926	-7.23612	3.2553
7.29398	-8.02591	2.45722
6.60501	-7.98308	2.77887
7.98663	-7.15703	4.07915
-7.28205	-7.98595	2.38679
-8.02273	-8.01337	2.85673
-6.4929	-7.99948	3.40697
-6.18147	-8.86075	1.3825
-2.34897	-8.06605	2.36568
-1.72746	-6.63169	6.25988
-4.10859	-7.18101	1.70296
1.25391	-7.1911	2.5616
1.45452	-5.93943	2.5917
3.08474	-6.44099	2.03421
2.07645	-7.32629	1.01746
4.69254	-5.97806	1.00648
8.01981	-7.14108	3.29712
8.84893	-7.3469	2.59636
8.06845	-8.05274	1.1457
-8.8417	-6.45703	2.4914
-6.35971	-6.28054	2.25136
-8.03536	-4.47768	4.84918
-5.83865	-7.96266	2.84552
-4.85209	-7.17189	2.34344
-1.24607	-7.25141	4.69994
-0.644483	-6.55632	3.3202
1.18659	-5.19335	4.21867
3.27672	-5.16782	3.93272
2.66754	-7.19266	2.497
3.85059	-5.12017	3.24219
7.16002	-7.15846	4.04487
6.30246	-4.31291	3.18519
7.14317	-6.14496	3.75604
7.95927	-6.32557	3.82254
-7.96453	-5.39642	4.16256
-5.16268	-8.03642	3.07863
-3.26919	-8.02344	1.06342
-4.10653	-6.32807	1.83056
-3.91857	-6.2243	3.83268
-0.21468	-7.28842	3.22928
-0.148553	-5.20483	5.51257
0.416547	-6.46117	-0.30348
0.328329	-4.37179	5.33013
2.4303	-7.32868	1.79943
3.77599	-4.3107	3.82251
5.81445	-8.86199	0.962807
7.12135	-7.19691	2.48085
8.84394	-6.77333	3.02851
8.83283	-5.51812	4.00651
-6.45678	-4.46525	3.09183
-7.15612	-6.26315	2.78241
-6.32472	-5.41547	4.24432
-4.02714	-4.3568	4.41451
-4.88182	-7.12822	1.52017
0.817561	-5.28805	3.07874
-1.65623	-4.32773	2.68983
0.643188	-6.75479	0.653168
0.866946	-5.98596	3.8124
0.817243	-8.00566	0.955386
3.57057	-5.17052	1.00892
7.22851	-6.73944	1.17623
5.85752	-6.19625	3.98189
7.96988	-5.43037	4.10647
8.00736	-4.45309	3.19119
-7.97103	-6.30663	3.23972
-6.37101	-7.99795	1.94968
-6.37511	-7.15436	2.29275
-3.07228	-7.30562	3.11289
-2.21693	-5.23601	2.81178
0.639179	-4.32965	2.8078
0.263542	-5.73314	2.07073
1.49426	-4.33069	2.18258
0.475852	-5.22344	4.81331
1.40274	-7.2279	3.6526
1.4335	-6.75923	1.19086
4.84049	-8.86244	1.78566
5.74432	-7.19535	1.41111
7.12164	-5.88068	1.40973
6.40412	-4.28209	2.29481
-7.25677	-4.46451	3.55173
-6.27382	-6.27393	4.7717
-5.63425	-4.43349	3.57312
-3.13489	-4.35663	3.02529
-2.26159	-6.46481	2.65068
0.06554	-6.7697	2.66666
-1.57538	-5.09479	4.37377
1.99513	-4.49256	4.83235
3.18349	-4.33257	3.12506
3.03697	-4.34218	1.12806
3.39057	-7.1706	1.51633
5.08524	-5.91896	3.7304
6.14016	-7.32697	4.05343
6.41453	-7.23766	3.15505
5.53193	-5.72695	2.66937
-7.36847	-8.86049	2.89076
-6.10799	-8.86001	3.54447
-4.90193	-8.86082	2.74828
-3.04019	-8.86112	2.35511
-1.79018	-7.24947	1.73991
-2.83304	-8.86272	3.63879
-2.11453	-8.86117	3.66038
0.25427	-8.86141	3.58434
0.528344	-8.86049	2.85904
1.9068	-8.86228	2.43777
2.55258	-7.98135	0.78572
3.85805	-8.86217	2.61257
5.84088	-8.86221	2.81551
3.81479	-8.02933	2.1913
7.51115	-8.86131	3.06725
-8.84751	-7.27706	2.35007
-6.15331	-8.86022	2.81723
-7.23682	-7.99628	5.32601
-4.28683	-8.86084	3.74246
-2.71831	-8.02803	3.08609
-2.50152	-8.86167	4.25611
-0.898359	-8.86214	4.26756
-0.608103	-8.86198	2.53907
1.4499	-8.86131	3.8573
1.97824	-8.861	4.30687
3.04372	-8.02555	3.23675
3.09125	-8.01564	2.38457
7.16522	-4.47101	2.79672
5.02953	-7.21153	1.78354
8.00385	-8.86088	4.104
-8.85423	-8.85791	3.25646
-8.02601	-8.01593	2.07838
-6.42649	-4.57866	4.97257
-4.26728	-8.861	3.0749
-3.68139	-8.86184	2.73013
-2.74449	-6.49094	5.57876
-4.93075	-4.26928	5.96531
-1.80434	-8.03347	4.64106
3.71169	-4.38344	4.6596
2.38425	-8.86145	2.95799
3.6258	-8.86144	3.28023
5.46856	-6.14775	5.50013
5.48306	-6.30539	4.70964
7.46014	-8.86224	1.77015
8.84127	-6.44063	5.65435
-8.85446	-8.85788	2.82533
-8.84112	-6.43617	4.05603
-4.83815	-8.05691	4.74269
-4.84772	-4.52353	4.02861
-4.78921	-7.16415	7.13497
-2.91947	-5.25467	5.59801
-1.24924	-5.90471	4.87694
-0.543668	-8.86266	3.66623
-0.212627	-7.18548	6.49221
2.69815	-8.86131	4.14023
5.57893	-5.25293	4.4407
5.41902	-4.31791	3.66022
7.99351	-6.2978	6.36548
8.83372	-5.61302	5.5771
8.85527	-8.85867	3.93736
-8.03524	-8.02092	5.04166
-7.35908	-8.86053	3.61802
-6.12379	-8.86044	4.26601
-7.9653	-5.42209	5.10769
-4.78478	-6.2438	2.26915
2.19555	-5.39123	6.22218
0.686385	-5.69895	5.55431
-0.784452	-8.86178	4.90443
1.36407	-6.67094	4.3288
1.59818	-8.00022	2.7854
3.11862	-8.86215	2.7805
6.32423	-4.5018	4.92031
7.11073	-4.36713	3.7107
6.55862	-8.8616	2.66353
8.85624	-8.85845	3.45506
-8.82098	-4.72473	4.10281
-8.85312	-7.98136	3.41133
-6.34603	-5.51263	5.26953
-4.08066	-6.02287	4.70174
0.467052	-7.30662	2.20823
-3.61355	-6.6881	5.41574
0.175584	-4.37428	4.40622
0.980094	-5.4196	7.08129
-1.85655	-5.27273	-1.33737
4.74262	-6.36119	6.33036
1.47176	-6.76054	0.0384445
6.08361	-5.10749	2.29265
7.14356	-5.28775	4.46141
8.83349	-5.59612	6.39077
8.8527	-7.98466	3.44303
-8.83276	-5.53482	3.32274
-6.78728	-8.86067	2.49183
-5.54456	-8.86027	1.71924
-2.51532	-7.2277	1.12445
-3.06436	-8.86209	3.02459
-1.00598	-8.86191	3.06537
-2.22898	-6.05707	-3.58394
-1.6547	-6.58529	5.37847
0.403276	-8.86143	-0.48364
3.71812	-7.12666	7.17738
2.62821	-8.86138	2.27581
5.54227	-7.06811	5.66406
6.57471	-8.86132	0.818692
8.09632	-8.86195	3.46471
8.8418	-6.52315	4.12696
-8.01028	-8.0161	4.32673
-8.02111	-8.8613	3.41672
-3.32522	-8.0185	1.81923
-3.90926	-7.26092	3.32807
-3.94715	-4.3819	3.50495
-1.49847	-4.32549	3.68428
2.39847	-5.36682	5.34496
-1.17322	-8.86107	5.52309
1.37057	-8.00099	1.51422
3.74388	-6.25915	5.51074
3.8971	-5.28664	4.64709
6.68573	-8.86129	3.97049
8.81636	-4.55427	1.87035
7.33251	-7.98267	7.05068
7.99759	-7.16867	4.86203
-8.83323	-5.59523	4.87486
-4.80753	-8.002	1.72559
-6.358	-6.30049	3.94883
-5.52982	-8.86137	3.14445
-4.63993	-6.645	4.72794
-1.10824	-5.16133	5.37573
-2.26146	-5.17965	-0.38762
1.38261	-6.32262	6.33667
-0.415357	-5.11315	0.714049
2.89687	-7.18891	4.13192
5.47904	-5.1858	3.50433
4.77454	-7.26534	3.57287
5.88109	-7.99147	1.49347
6.88244	-8.8603	3.25274
8.83414	-5.65344	4.76194
-7.99096	-7.18429	4.82642
-7.18086	-7.12323	4.04135
-5.04439	-8.03084	3.92558
-5.65906	-4.42556	4.49364
-2.12235	-6.04122	3.55281
-1.27227	-8.00924	3.26512
-2.04248	-5.7654	6.1581
0.722372	-8.86154	4.06495
-1.09699	-5.98212	5.86749
2.78686	-4.35544	4.00281
-1.58375	-4.34112	-2.33603
6.43981	-7.99754	5.1157
7.16465	-7.1259	5.61731
7.98681	-6.29382	4.67566
8.81855	-4.70107	4.36318
-8.84723	-7.21454	3.74037
-6.56088	-7.97999	2.63182
-5.76526	-7.96928	3.67671
-5.5535	-7.11683	3.76881
-4.62713	-5.18288	4.72798
-1.60183	-6.53333	4.31353
1.80626	-4.3675	3.98518
0.578281	-8.03103	1.7572
0.548603	-4.33667	1.86242
2.9491	-5.51894	4.69322
4.5974	-6.55278	3.81813
4.24359	-7.23479	2.08611
7.02775	-5.44652	2.59167
7.17159	-6.22797	4.58455
8.85359	-8.03825	4.11155
-8.83384	-5.63164	2.55431
-5.61383	-7.13951	2.05961
-6.3623	-7.13582	3.10647
-2.28767	-7.15523	3.11595
-3.07852	-5.87575	4.03225
-0.693819	-4.32717	4.05919
1.75009	-6.10522	3.75678
2.26733	-8.0015	3.37243
2.99761	-6.41095	4.78437
4.55112	-5.09987	3.9164
0.143072	-8.03207	0.530602
4.03385	-7.28305	3.95115
5.57545	-8.86139	1.62664
8.0108	-6.28995	2.91626
8.81976	-4.74598	6.64875
-8.81982	-4.72255	4.86712
-7.14875	-5.38825	4.53978
-6.35856	-7.13555	4.67296
-3.09128	-6.85669	2.42216
-3.61886	-5.23243	4.41137
-0.0503219	-5.98945	3.40723
-0.605414	-6.5422	4.22064
