X	Y	Z
-7.23005	-5.31844	-5.3493
-5.92634	-6.71691	-5.32264
-6.28466	-7.28485	-4.66078
-2.59357	-6.41245	-4.62406
-2.98713	-6.67814	-5.59206
-0.04563	-7.99239	-4.45316
-0.587628	-5.85532	-5.47655
4.26784	-7.37114	-6.43904
1.37577	-7.2559	-4.82572
3.16766	-7.99745	-5.24319
7.27474	-7.98967	-5.69416
8.02456	-8.05558	-8.02454
8.8478	-7.3064	-5.78945
-8.83274	-5.54774	-5.58248
-8.84059	-6.38215	-7.22897
-8.15534	-4.44654	-7.1064
-3.55339	-8.0017	-3.57723
-6.33244	-7.18761	-7.19539
-0.624737	-5.25122	-6.3183
-0.570395	-8.86157	-5.49326
0.360045	-7.28513	-5.58353
1.80662	-6.27447	-6.38758
0.623512	-7.35844	-4.44422
4.57744	-5.94922	-6.47078
5.23554	-7.62131	-4.79774
8.83067	-5.38293	-6.48771
7.45508	-8.86066	-5.69322
8.83508	-5.67532	-7.9866
-8.83906	-6.19443	-4.08706
-8.01548	-8.01895	-5.4707
-6.29197	-5.90677	-2.99374
-4.40927	-7.99742	-5.23821
-4.66877	-6.33738	-8.00099
-3.47636	-8.03285	-5.29648
-5.25385	-5.15251	-7.18226
-1.3812	-4.35486	-5.84947
0.0164217	-6.64122	-5.89892
0.381782	-8.02231	-5.16758
3.67303	-7.03809	-4.03944
4.60148	-8.07212	-4.746
6.50687	-7.08969	-3.85702
8.05561	-8.86228	-4.66427
8.84377	-6.64769	-5.50483
-8.11902	-4.44246	-5.19107
-8.03186	-8.01631	-3.13523
-4.24039	-8.86156	-3.23567
-4.04656	-8.04586	-2.19309
-3.42141	-7.41521	-5.83238
-2.07531	-6.4928	-5.57071
-0.026672	-5.38009	-7.14712
-1.01713	-8.8611	-4.13412
1.68172	-8.05416	-3.17199
2.41546	-6.64192	-3.94935
3.01057	-7.22888	-2.48888
6.57287	-7.9949	-6.07309
5.75736	-8.86097	-4.75332
7.96098	-5.39167	-3.59055
8.81726	-4.57818	-5.06972
-8.82103	-4.72865	-5.58143
-7.94503	-5.37953	-4.16791
-4.92802	-7.99976	-4.77498
-5.90918	-7.40717	-3.40155
-5.02649	-6.69408	-5.5918
-1.03356	-5.05051	-5.4074
-1.79291	-4.29905	-5.16603
-0.15373	-4.33885	-4.13341
3.05109	-4.33879	-3.83676
4.51675	-5.29594	-4.76754
3.65367	-5.25987	-4.3641
3.82431	-8.03171	-4.74539
7.99565	-6.36277	-4.67771
6.47883	-7.98528	-3.81677
8.82088	-4.6068	-5.90157
-7.9406	-6.41179	-4.88627
-7.18046	-7.10684	-3.22231
-4.83291	-7.14039	-2.25126
-4.79852	-6.72855	-3.75935
-1.83485	-4.37003	-4.20446
-2.84103	-7.22665	-4.98514
-0.681894	-8.00203	0.549531
0.497727	-6.61629	-4.01973
1.35444	-4.38102	-4.57901
2.78281	-5.15294	-2.6285
2.88632	-7.97394	-2.59578
4.49691	-5.18285	-3.80347
4.91309	-7.32508	-1.89409
7.99997	-8.02264	-4.35153
7.87289	-5.3537	-5.40043
-7.99372	-5.41183	-5.04333
-5.6929	-5.21826	-4.4143
-6.06948	-6.82967	-4.09393
-4.82574	-4.32797	-4.19768
-4.61387	-5.936	-4.15281
-3.73465	-6.00675	-6.35455
-3.03324	-5.17352	-5.02033
-0.977633	-5.52001	-4.57679
3.75506	-5.18703	-5.32022
3.26989	-5.96009	-4.65851
3.85618	-6.54253	-4.76715
5.16503	-5.95373	-3.91809
5.70812	-6.99689	-4.62584
2.95846	-8.00742	-1.79786
7.24414	-7.98425	-3.37213
-8.02681	-8.86169	-2.42148
-6.79556	-8.86189	-2.74233
-6.16068	-8.86207	-3.05448
-3.62435	-8.86135	-2.23883
-2.23538	-7.25179	-1.53381
-1.24134	-7.24914	-1.50433
-1.51772	-8.86111	-2.83681
0.0168384	-8.86224	-2.98654
0.833141	-8.86238	-3.12758
1.62612	-8.86375	-2.80575
4.32918	-8.86179	-2.5102
3.88303	-8.8604	-3.06274
5.02034	-8.86191	-2.66001
5.54927	-8.86126	-4.0398
8.07939	-8.86168	-3.26943
-8.85352	-8.03215	-2.72217
-6.79986	-8.86183	-1.98127
-8.01686	-6.37224	-6.44303
-4.88733	-8.86057	-2.27433
-3.53157	-8.86249	-3.01599
-1.4975	-8.01492	-3.13702
-1.2248	-8.86158	-3.45358
0.184846	-8.86193	-3.62309
1.49184	-8.86205	-3.71843
1.6622	-8.03683	-4.29893
3.15642	-8.01312	-3.4949
4.60398	-8.86193	-3.20836
5.51762	-5.16986	-2.3825
6.3067	-8.86062	-2.96595
8.07789	-8.86142	-2.55976
-8.85302	-8.01612	-4.19577
-5.75648	-8.00985	-1.56401
-7.26685	-7.23925	-5.59609
-4.21534	-8.86162	-2.56502
-2.78119	-8.86238	-3.20473
-1.99285	-8.86245	-3.34458
-2.58063	-5.85451	-5.26767
0.072904	-6.01338	-4.49193
1.43179	-4.46089	-5.57248
2.43701	-8.86189	-2.7846
2.18074	-8.04364	-2.38544
6.29898	-5.39851	-3.5456
6.42552	-7.15097	-4.7125
6.86779	-8.86073	-3.29749
8.83775	-6.09892	-4.0337
-8.8541	-8.85843	-3.23968
-7.96695	-7.19384	-4.09591
-6.18622	-8.86215	-1.61684
-6.1829	-8.86209	-2.34595
-3.44999	-7.21537	-4.34477
-3.47839	-6.40179	-4.76729
0.396595	-8.02862	-0.294053
-0.403052	-4.34659	-5.89347
3.60255	-5.28013	-2.10245
2.53762	-5.71299	-3.95002
8.00917	-7.16216	-3.97635
6.35031	-6.19223	-7.13259
5.35419	-8.86188	-3.37511
7.89322	-5.34086	-7.10478
8.85537	-8.85949	-3.40072
-8.83798	-6.02922	-3.11863
-8.01896	-8.86171	-3.05158
-4.78373	-8.00814	-3.34012
-5.11743	-7.24323	-3.09941
-3.72924	-6.0357	-2.24764
-3.16242	-7.26242	-2.71287
-4.51258	-5.98351	-5.54241
-1.37926	-8.03936	-2.38434
0.245459	-8.01592	-1.09395
1.42168	-8.0515	-2.34823
2.79574	-7.23414	-3.31094
4.08825	-4.34272	-3.15963
8.8421	-6.52184	-6.46193
8.85421	-8.03868	-4.69681
8.85493	-8.85868	-2.91131
-8.84796	-7.36236	-3.92056
-8.02043	-8.86149	-4.31765
-6.77612	-8.86112	-3.50253
-7.34177	-4.38605	-5.62105
-4.3965	-6.65066	-2.76835
-3.19697	-5.84882	-4.15837
-0.354302	-7.97685	-1.72462
-3.48635	-5.91159	-5.46652
-3.41387	-4.37288	-5.43588
0.962583	-8.02544	-1.02577
2.76505	-6.26804	-1.35557
5.78895	-8.00747	-4.3601
6.19282	-6.92084	-6.18161
8.84936	-7.33529	-4.97604
8.84915	-7.35216	-3.14207
-8.84821	-7.3617	-3.09436
-6.44887	-8.04338	-3.49958
-8.03499	-7.99071	-1.65648
-4.76925	-8.86194	-3.69755
-2.90502	-8.86161	-4.43325
-2.47189	-8.01638	-4.31107
-1.47494	-4.38706	-1.4248
1.75835	-5.39116	-4.88172
-0.510067	-8.86162	-3.56973
4.41102	-8.02464	-3.70783
3.39367	-6.77504	-3.0942
6.38258	-6.23332	-4.55537
7.47124	-8.8612	-3.6302
8.84322	-6.7217	-1.73155
8.83149	-5.36862	-2.68095
-7.26867	-7.9683	-3.44921
-7.37729	-8.86135	-2.37578
-6.35374	-6.73355	-6.14564
-7.18703	-6.65923	-6.43139
-5.73804	-4.2814	-5.64978
-2.18503	-8.86064	-4.5333
-0.966393	-4.41319	-6.62351
1.33961	-8.86219	-5.07666
1.94726	-7.09063	-5.64218
4.31627	-6.72423	-3.67526
0.358746	-5.17929	-6.30586
7.17754	-5.43543	-4.65134
4.80394	-8.04196	-0.590947
8.85389	-8.02609	-5.39767
8.08293	-4.4751	-6.12916
-8.84316	-6.70726	-3.52093
-6.45881	-8.05578	-1.94186
-7.05674	-6.31023	-1.62526
-2.69465	-7.9691	-2.28053
-2.66551	-7.10213	-4.11788
-2.65265	-8.86188	-5.08636
2.44956	-4.24628	-3.15594
3.85506	-4.35083	-6.47537
-1.89847	-7.33122	-4.22519
2.10077	-6.29321	-5.58742
5.44871	-4.42398	-5.84436
5.75329	-7.27397	-3.80558
7.17327	-6.14923	-5.4871
8.00385	-8.01904	-2.92435
8.83845	-6.11427	-3.13161
-8.8188	-4.67254	-4.69684
-6.87654	-6.68264	-4.90826
-8.05862	-8.03905	-4.68505
-4.87869	-8.86105	-2.97329
-4.07791	-8.02042	-2.98051
-3.62683	-4.38877	-6.4843
-1.49095	-5.49716	-6.2303
-3.71774	-6.26405	-7.1797
2.22893	-5.07231	-3.40408
4.12832	-8.03206	-5.51734
4.38202	-6.06942	-4.37157
6.52462	-7.98751	-3.06821
8.01705	-8.00626	-3.64813
8.8446	-6.69748	-4.58521
8.82793	-5.32847	-5.46353
-7.9864	-6.27474	-4.07058
-7.19612	-7.99161	-2.74714
-8.03353	-7.15417	-1.68968
-7.19809	-4.39907	-3.73747
-4.22002	-5.22697	-6.24023
-4.05308	-4.37974	-4.77108
0.195361	-5.10547	-3.16398
1.69721	-6.08405	-3.79989
-2.45295	-8.86196	-3.86509
2.22573	-7.22623	-4.87515
4.59814	-6.96273	-5.00047
6.50362	-7.12733	-2.14665
7.23679	-7.13865	-2.72272
5.74783	-8.02112	-3.51393
8.81623	-4.53218	-4.32311
-8.83125	-5.42096	-3.87382
-7.24385	-7.14828	-2.43373
-5.0065	-7.13103	-1.31046
-4.33529	-6.26883	-1.30443
-1.70805	-6.66702	-3.84407
-1.3114	-6.44702	-4.73224
-1.0833	-6.62069	-5.64071
0.410975	-6.02782	-5.39887
0.00195752	-8.03918	-3.47761
2.94502	-7.3044	-4.14431
4.7285	-5.27662	-2.89184
7.17638	-6.37	-4.65385
7.06352	-6.29949	-3.80283
7.93465	-6.28036	-3.8672
8.83184	-5.35679	-4.47904
-8.00103	-4.44693	-3.34583
-7.23073	-5.93357	-4.61645
-7.20564	-6.67922	-4.03029
-4.71748	-5.27455	-2.53689
-2.64065	-7.24909	-3.33518
-2.61453	-4.34221	-4.79862
-1.34338	-5.14906	-2.95881
-0.635668	-7.98395	-4.0689
-2.37354	-4.37146	-1.8451
1.28386	-6.98128	-3.9321
4.07592	-4.35419	-4.86656
3.23072	-4.38111	-1.77643
5.38519	-5.20424	-4.43664
5.49192	-5.2422	-3.45814
7.1447	-4.46972	-4.86543
-8.81844	-4.60665	-3.82628
-3.60868	-6.43125	-0.742211
-5.61317	-6.97201	-2.51812
-3.82679	-5.41403	-4.47988
-1.93321	-6.01246	-4.43809
-2.55682	-5.2729	-4.21351
0.717098	-4.32536	-3.85819
0.826786	-5.19058	-4.94018
1.23507	-6.13578	-2.58197
3.22198	-5.19857	-3.58316
2.61494	-5.20178	-1.63919
3.87406	-4.38107	-3.97867
5.07745	-8.03149	-2.3417
7.27184	-7.14064	-3.57365
6.5112	-4.44983	-4.3166
-8.10585	-4.43048	-4.24349
-3.35143	-7.96764	-1.92368
-6.76401	-7.37559	-3.87121
-5.29063	-6.49203	-4.51719
-3.20858	-5.28591	-3.43563
-3.53667	-7.18259	-3.5344
-2.58036	-4.35718	-3.78173
-1.043	-4.46974	-4.58933
1.08606	-5.83417	-1.626
3.24474	-6.31576	-3.86648
2.8399	-6.75172	-4.80126
5.3938	-6.7005	-3.38286
5.99484	-6.26524	-3.87905
5.83314	-7.97873	-2.70741
4.38171	-7.98426	-2.07666
-8.85474	-8.85741	-2.36692
-4.31843	-7.99178	-0.715446
-5.52719	-8.86142	-2.63394
-2.63685	-8.02842	-1.46508
-2.61512	-8.86164	-0.523349
-1.89876	-8.86164	-1.47966
-0.718093	-8.8624	-2.92248
0.786664	-8.85993	-1.84506
2.16097	-8.86222	-2.17819
2.4719	-8.86163	-0.872816
3.6199	-8.86231	-2.36734
1.36802	-7.95218	-0.476662
5.4846	-8.86115	-2.08044
6.52645	-8.86154	-1.13238
8.05181	-8.86043	-1.87475
-8.8389	-6.23508	-1.39028
-8.02496	-8.86113	-1.14514
-5.55052	-8.86052	-1.95206
-4.25781	-7.94693	-1.50108
-3.6923	-8.86122	-1.47129
-3.00802	-8.86118	-2.54194
-1.76371	-8.86081	-2.19153
0.352967	-8.86205	-2.43234
1.03933	-8.86087	-2.51893
2.89441	-8.86188	-2.2438
2.08776	-8.02924	-0.734
5.68185	-8.86164	-2.78929
4.19337	-7.99057	-1.25919
8.03279	-7.98886	-1.46409
8.81694	-4.55578	-2.81827
-8.8545	-8.85867	-1.93351
-8.85397	-8.85809	-1.49756
-5.57902	-8.86114	-1.23407
-4.28035	-8.86113	-1.8656
-1.96379	-8.05235	-1.88203
-2.53855	-8.86108	-1.29067
-0.755757	-8.02698	-3.28017
1.96668	-7.33626	-3.19815
2.61181	-7.11045	-1.63636
0.510366	-5.19456	0.274628
5.76954	-7.15893	-1.8748
4.07825	-8.86173	-1.82542
5.71383	-7.98444	-1.24814
7.46389	-8.86104	-2.88127
8.84853	-7.3568	-2.23467
-8.85467	-8.85881	-2.80232
-8.84839	-7.27609	-1.10297
-7.26063	-8.00715	-2.03008
-5.48388	-6.35579	-0.798344
0.709564	-6.03635	1.00836
-0.744729	-6.27776	-4.10115
-1.9865	-7.98387	0.218056
3.1621	-4.38621	-4.78339
0.555935	-4.38203	-5.68102
4.85877	-7.33361	-3.71593
7.99611	-7.1421	-2.33331
5.6825	-4.40292	-4.00288
8.84352	-6.7836	-3.63233
8.85523	-8.85888	-2.41921
8.84375	-6.75023	-2.65772
-8.84959	-7.40311	-2.25043
-7.38983	-8.86108	-0.850725
-4.81994	-7.95349	-2.56959
-6.39396	-6.73068	-3.27243
-2.81467	-7.9754	-0.779896
-2.26852	-8.86016	-2.70029
-0.496227	-6.55274	-3.28843
-0.996471	-7.28175	-3.27421
-0.0312253	-7.2683	-3.4047
3.93878	-5.91298	-3.62328
4.80149	-4.33831	-0.69835
5.59778	-5.98452	-2.84862
5.70789	-4.38918	-2.95288
7.43678	-8.86077	-2.13353
8.85565	-8.85949	-1.934
-8.8168	-4.51494	-2.20946
-8.84837	-7.21392	-5.16122
-7.95812	-5.39712	-3.26328
-7.98539	-7.19245	-0.0289587
-4.54524	-6.13996	-2.11954
-2.79281	-5.31041	-1.55011
-0.589263	-5.20987	-3.71404
-1.54814	-5.87249	-5.41888
4.9466	-4.34638	-3.41153
5.47824	-6.07846	-4.75366
7.21475	-8.00587	-4.12814
7.11754	-5.45542	-3.78034
6.18445	-8.86052	-2.24561
8.85336	-8.03187	-2.64712
8.83693	-6.05223	-1.2767
-8.85291	-8.02621	-3.45974
-6.40258	-8.03707	-2.75139
-8.06894	-8.0374	-6.24754
-7.25012	-7.298	-4.63378
-2.45163	-6.61346	-0.118462
-1.26296	-6.01365	-3.48773
-1.97254	-8.00825	-3.71714
2.88098	-5.38959	-5.39548
-0.325589	-6.44009	-2.44836
3.82615	-7.49152	-3.31979
3.41179	-7.28917	-1.56901
4.95894	-8.05476	-1.43342
8.02003	-7.99977	-2.20581
8.07491	-8.86211	-3.98294
7.96845	-5.41852	-2.65949
-8.8304	-5.2878	-2.9911
-8.02335	-8.86122	-1.78906
-7.25025	-7.98708	-1.30017
-4.3419	-8.86043	-1.16263
-3.85566	-7.19753	-0.959093
-2.44838	-8.86124	-2.03341
-4.2749	-7.25103	-3.30365
1.95573	-6.00193	-2.0125
4.28787	-6.91173	-2.84796
1.06557	-6.27793	-0.91683
4.77569	-4.35049	-4.25831
7.07515	-6.2498	-2.07418
6.44309	-4.41253	-1.45285
8.83712	-6.00468	-4.99935
7.15931	-5.38	-2.88818
-8.83287	-5.48805	-4.73756
-7.96319	-7.17812	-3.34191
-4.96319	-8.01854	-1.90656
-5.68836	-7.97196	-2.36013
-3.89911	-5.97155	-3.36886
-5.75227	-8.0193	-4.69922
-4.359	-7.28332	-4.21414
0.81063	-4.31463	-2.9083
-2.59922	-5.69401	-6.20156
4.99774	-6.78346	-4.31384
6.26234	-6.32822	-2.29331
6.48669	-7.13592	-3.02232
7.1225	-5.38024	-1.96221
8.85328	-8.03081	-3.33325
7.9837	-5.45087	-4.52318
-8.01769	-4.46614	-2.42568
-8.01257	-8.01138	-2.40239
-6.38862	-4.28639	-2.27538
-5.60468	-4.37643	-2.76662
-6.40921	-4.37196	-3.22617
-3.08276	-8.86034	-1.78984
-4.31418	-6.31781	-4.82308
1.4106	-6.75455	-3.12611
1.54183	-4.31374	-3.59671
5.77058	-7.18838	-2.82197
3.5931	-8.04926	-2.7949
5.97661	-8.86113	-1.56878
7.95584	-6.28453	-2.1947
7.29097	-7.96586	-1.11421
8.85354	-8.03334	-1.95823
-8.84548	-6.92276	-1.71687
-6.42969	-4.37702	-4.21954
-7.17355	-6.27123	-2.52142
-7.14488	-5.30945	-3.88403
-4.76041	-5.34017	-0.499358
-3.18648	-7.3145	-1.43997
1.24501	-7.98073	-3.735
-0.234729	-5.12312	-2.27091
1.75346	-8.05546	0.903802
4.78396	-8.86136	-1.95574
3.90443	-7.33327	-2.32304
6.86426	-8.86075	-2.51729
6.52835	-7.99332	-2.255
5.11136	-4.39484	-5.02159
8.83711	-6.07201	-2.20457
-7.07069	-5.50841	-1.97649
-8.01061	-7.1774	-2.53394
-6.5544	-7.30186	-1.83937
-3.56825	-8.04658	-1.16558
-4.05488	-4.28395	-3.78467
-1.28889	-6.626	-2.82045
0.766759	-7.38259	-3.4561
-1.17546	-5.22661	-1.98289
0.508192	-4.3293	-4.8141
2.27179	-5.7292	0.179439
4.5138	-5.2494	-2.02038
7.18694	-6.24812	-0.378154
7.23827	-7.98579	-2.60238
8.01491	-7.18003	-3.14994
8.83127	-5.37929	-3.57398
-7.21182	-4.54549	-1.90284
-7.98497	-6.30086	-2.39987
-4.28121	-7.09419	-1.66378
-4.79966	-4.37465	-3.19739
-2.35785	-5.95328	-0.89886
-3.8019	-7.22177	-5.05734
-2.59646	-4.32935	-5.67481
0.184256	-7.99427	-2.726
1.93879	-5.7016	-2.90233
1.83225	-7.27247	-1.46697
3.20127	-4.3753	-0.694103
5.6647	-4.37412	-0.97673
6.22404	-5.19979	1.31163
7.21243	-4.46039	-2.90511
7.96892	-4.5057	-4.28377
-7.1981	-4.37283	-2.81066
-6.10317	-6.73165	-1.46785
-7.17004	-7.12695	0.0617412
-4.65559	-5.3754	-1.54925
-4.73829	-6.00744	-3.15283
-2.3015	-5.19498	-3.2875
-1.18691	-8.00516	-0.689517
0.619385	-5.20587	-3.9962
1.58888	-5.21695	-4.07948
2.49043	-4.30947	-2.22359
3.79026	-6.01174	-1.55687
5.27506	-6.65542	-2.37243
7.26441	-7.9849	-1.85169
5.36435	-6.69484	-1.3574
7.2437	-4.51279	-3.85169
-5.63164	-4.32907	-1.77912
-6.40111	-6.48809	-2.3307
-5.58968	-5.30335	-2.93625
-5.02409	-5.21858	-3.58538
-2.29775	-6.66258	-2.79873
-1.47287	-5.15216	0.264692
-1.74717	-6.86349	-2.05192
-0.974106	-4.35459	-3.67477
2.6643	-5.11313	-4.57669
2.13241	-5.58465	-1.05142
3.47155	-8.01365	-1.04407
4.73219	-6.1304	-3.15233
7.18078	-6.27538	-2.91187
6.37638	-6.29378	-3.15638
5.55965	-6.49432	-0.348046
-8.02766	-8.86144	-0.47773
-4.93941	-8.86084	-1.56052
-5.60061	-8.86079	-0.486697
-1.56072	-6.4107	1.61965
0.0244057	-5.56834	-0.724494
-1.52608	-8.02166	0.814564
-1.30465	-8.86093	-1.02718
-0.11188	-8.86173	-0.99772
1.2891	-8.86132	-1.33046
2.91842	-8.86199	-0.289606
3.36067	-8.8615	-1.68249
3.84409	-8.86118	-1.13261
4.63192	-8.00801	0.268299
6.89712	-8.86148	-0.588518
8.06782	-8.86141	-1.23865
-8.81337	-4.49345	-3.01517
-6.18826	-8.86089	-0.111
-6.78795	-8.86078	-1.22744
-6.4956	-8.00132	-1.1177
-3.48111	-7.99952	0.380703
-0.9443	-7.14757	0.115359
-1.6633	-6.55552	-1.09008
-0.338325	-8.86217	-2.28446
1.51171	-8.8614	-2.01076
2.67238	-8.86138	-1.57139
4.53302	-8.86152	-1.26692
2.79716	-7.98591	-0.845291
7.24418	-7.10461	-1.86574
5.68542	-8.03057	-0.548574
8.01257	-4.4683	-3.30613
-8.85398	-8.8574	-1.06503
-7.39246	-8.8607	-0.118613
-7.98136	-7.20073	2.42411
-2.72381	-6.6062	-1.17537
-4.05072	-6.25039	-0.0330673
-1.98032	-8.86065	-0.773858
1.76677	-4.34441	-0.644846
0.196387	-6.37501	-1.1691
1.79122	-8.86132	-0.76978
2.89017	-5.93176	-2.12955
6.26747	-6.12087	-5.39316
5.03359	-8.86143	-0.727903
7.94501	-5.90377	0.647403
7.28587	-8.86024	-1.45997
8.85531	-8.85924	-1.44497
-8.85383	-8.85822	-0.635363
-8.85318	-8.01925	-1.96193
-6.36774	-4.39922	-0.493957
-8.02095	-4.4681	-1.48556
-2.16686	-5.81484	0.25445
-2.11058	-7.25536	-0.738354
-1.83161	-7.20058	-3.25389
2.29292	-6.08437	-4.76296
0.00176038	-5.93691	-3.59451
2.91699	-5.97563	-3.05479
6.09009	-6.11726	-1.57155
5.6573	-4.33687	-1.94283
7.23552	-4.48945	-5.73887
8.8174	-4.56613	-1.229
8.85558	-8.85969	-0.953218
-8.85306	-7.97904	-1.30111
-6.19055	-8.86091	-0.86808
-6.55178	-4.36747	-5.17426
-4.30459	-7.12772	0.109979
-5.623	-7.27024	-1.81494
-2.72794	-6.1576	-2.00271
-3.24753	-4.33003	-2.2583
-0.698419	-4.32695	-1.80689
2.01549	-7.32261	-2.35357
2.24541	-6.48142	-3.1239
3.94561	-4.37004	0.634933
5.74318	-7.9721	-1.95927
8.83047	-5.34301	-0.81907
8.85404	-8.03455	-1.27574
8.85623	-8.85993	-0.45976
-5.58591	-5.90812	-3.87777
-7.99033	-6.31681	-3.23372
-7.38226	-8.86124	-1.59786
-6.32817	-5.14624	-1.40102
-1.50466	-4.4274	-0.557193
-0.164755	-5.80604	1.11699
-1.6249	-8.8617	1.08714
1.19881	-5.19475	-3.1605
-2.0298	-5.1095	1.88226
4.8577	-4.34259	-2.50206
4.05927	-5.96474	-0.547098
7.13522	-6.261	-1.26801
7.2253	-4.45828	-1.94632
8.84889	-7.32752	-1.3437
8.81669	-4.55901	-2.03309
-8.01624	-8.01994	-0.922226
-8.84743	-7.23581	-0.350873
-6.34282	-7.1706	-0.183126
-6.3391	-5.33497	-0.465821
-3.02264	-5.21544	0.267415
-7.18526	-6.11982	-3.34624
-3.98254	-5.42685	-0.885708
-0.654317	-6.71275	-1.68972
1.09602	-7.36016	-2.63661
6.43607	-4.47665	-3.3837
0.154308	-4.31372	-2.29844
6.00057	-4.43359	-4.97515
5.76699	-8.86142	-0.90979
8.84863	-7.30845	-0.514454
7.98387	-6.18656	-0.45229
-8.8442	-6.7255	-2.62893
-7.97633	-6.35356	1.64683
-7.18287	-6.35807	-5.59631
-5.53911	-8.05511	-3.06454
-1.8031	-7.17124	0.0647379
-2.08799	-8.03975	-0.519028
-0.157185	-5.20219	-4.55298
4.13462	-7.17808	-1.17545
-1.01512	-8.8624	-2.30971
4.80154	-4.34349	-1.607
4.83842	-6.46809	2.71924
6.35771	-5.3912	-2.61134
7.30181	-7.19837	-5.26461
6.2701	-5.3059	-1.69111
7.96797	-6.2631	-1.34649
-7.19698	-4.43061	0.820558
-8.03182	-4.4839	1.19505
-2.47516	-4.31494	2.3185
-5.22817	-6.32615	-1.63209
-1.86867	-5.92022	-2.73171
-5.38531	-6.14386	-2.48491
-0.0965963	-4.27519	-3.24541
1.97983	-7.2103	-0.684474
-3.34485	-4.53162	-4.27448
3.17457	-5.36476	0.256752
-0.767083	-4.40259	-2.74539
8.00985	-8.08613	0.283362
6.28122	-5.35702	-4.43431
8.8183	-4.57941	-0.422404
8.02687	-4.44842	-1.43246
-8.83775	-6.11291	-2.19526
-7.93685	-6.28412	-1.5938
-6.03714	-5.91153	-1.91048
-7.28601	-7.12127	-1.59493
-5.47861	-4.50219	0.0153936
-3.94195	-5.27979	-2.74129
-2.36215	-4.39967	-0.973206
1.6136	-6.50077	-4.62108
-1.74679	-4.27229	1.66456
1.60139	-8.04504	-1.48492
7.06168	-5.4206	-1.06163
7.98584	-6.30145	-3.0612
7.23633	-4.48367	-1.00575
5.58621	-4.35542	0.863508
8.81746	-4.5506	-3.59434
-7.97695	-6.33252	0.0319371
-6.43833	-4.26857	-1.37571
-4.57348	-7.11137	-0.638898
-4.07198	-4.36155	-1.83407
-3.06063	-4.36049	-0.38243
-2.62816	-7.40322	2.12954
-0.637742	-5.17489	-1.23123
1.28503	-6.23873	-5.42762
-1.74178	-4.32471	-3.259
4.3729	-6.79904	-1.82663
3.09757	-5.8736	-0.604861
7.1341	-6.1739	0.459304
6.49931	-8.03064	-1.48758
6.71821	-8.86131	-1.79939
8.83094	-5.35014	-1.75703
-8.8315	-5.41295	-1.3297
-8.0247	-8.01876	-0.193995
-4.99907	-7.98371	-1.15785
-5.74237	-7.15215	0.395546
-4.02165	-6.30213	0.930273
-3.77117	-8.86157	-0.72296
-1.51604	-8.86134	0.382798
2.00001	-8.86179	-1.4649
-1.55002	-5.25862	-3.92587
5.34916	-5.14028	-1.36919
4.94248	-7.36725	-0.970402
6.47634	-7.21601	-1.32374
6.39685	-7.20368	-0.350626
8.01081	-7.0439	-0.741968
7.98973	-4.46633	0.497413
-8.03938	-4.4609	-0.590932
-7.95124	-5.40791	-1.49387
-5.49066	-6.29115	0.0625146
-6.29925	-6.35586	-0.303669
-3.91422	-5.41761	0.866215
-4.55916	-4.48606	0.532041
-3.48557	-6.5249	-2.90904
-1.01601	-7.18379	-4.06429
1.43926	-6.80433	-2.1091
0.0647427	-4.3623	-1.36837
1.75502	-6.09432	-0.432677
5.28022	-7.17669	-0.0903939
6.3828	-5.31503	0.40657
7.94874	-5.39672	-1.7494
8.00124	-4.47414	-2.37492
-8.82931	-5.34683	-2.15697
-7.20861	-4.49395	-0.0694754
-6.51208	-7.18547	-0.957088
-3.79431	-5.21173	-1.77934
-3.14081	-5.24781	-0.762622
-1.27425	-7.12667	-0.609673
1.82058	-5.21702	1.57712
-0.639014	-5.65418	-2.86827
0.900597	-6.56568	2.04275
3.76603	-6.54545	0.0199287
2.50771	-5.72864	1.1782
5.82838	-7.25254	0.420148
7.22722	-7.13899	-1.0145
3.34854	-8.03051	-0.130623
6.45151	-4.43573	-2.40862
-7.20788	-4.43034	-0.954435
-7.24539	-7.11954	-0.746803
-5.56327	-4.55138	-0.880506
-5.44236	-5.51118	-1.07284
-2.88294	-5.95722	-2.8232
-2.71893	-7.00969	-2.15415
-3.21568	-4.39396	-1.35992
-1.04427	-8.0025	-1.60793
-0.24829	-8.03077	2.08278
3.83645	-5.22095	-2.96649
3.73812	-6.09017	-2.7173
5.58546	-5.93992	1.46571
6.22057	-5.33266	-0.782167
6.4733	-4.44624	-0.492497
5.64917	-5.17595	-0.111274
-8.03049	-8.02993	0.550502
-5.79269	-7.99297	0.00209259
-4.96671	-8.86052	0.667225
-3.82743	-8.86088	0.0216892
-3.34264	-7.19729	0.716742
-2.3174	-8.86265	1.3695
-0.861021	-8.8607	0.0902715
0.910956	-8.86121	0.0538822
0.660742	-4.32707	0.733928
2.22987	-8.86191	-0.158497
3.62185	-8.86165	-0.429009
-0.524162	-6.3641	-0.698424
5.55406	-8.86207	-0.220574
4.46927	-7.28525	-0.0920099
8.06166	-8.86127	0.171077
-8.84224	-6.51672	-0.671752
-6.7857	-8.86066	0.260413
-4.98836	-8.86066	-0.837993
-4.40607	-8.86057	-0.441643
-1.71025	-7.25665	0.931319
-2.77262	-8.86148	0.248468
-0.598271	-5.28691	-0.172806
-0.732972	-8.86137	-0.717275
0.970074	-7.08183	-1.46188
