Dens	Pres
1.4341	12.9974
1.69708	18.3908
1.45538	13.4345
1.46359	13.6026
1.09093	5.96261
0.885711	1.75686
1.3347	10.9603
1.3257	10.7757
1.42751	12.8634
1.55145	15.4043
1.24668	9.15537
1.76219	19.7251
1.75151	19.5063
1.76072	19.6949
1.75418	19.5608
1.75514	19.5806
1.44745	13.2718
1.75528	19.584
1.74686	19.411
1.76283	19.7383
1.75111	19.4981
1.76018	19.6843
1.76527	19.788
1.74123	19.2956
1.75633	19.6041
1.73048	19.0743
1.75598	19.5979
1.7659	19.8012
1.73822	19.2339
1.76021	19.6844
0.877255	1.58325
1.75353	19.5476
1.74847	19.4439
1.75842	19.649
1.30851	10.4229
1.76301	19.7421
1.36569	11.5959
1.73774	19.224
1.75074	19.4897
1.74319	19.3351
1.75786	19.6361
1.67444	17.9263
0.89958	2.04077
1.55898	15.5586
1.7234	18.9297
1.75088	19.493
1.75443	19.5663
1.74973	19.4696
1.09756	6.0982
1.21807	8.56919
1.0935	6.01517
0.8896	1.83632
1.69554	18.3579
1.72453	18.9526
0.890474	1.85431
1.69395	18.3254
1.65808	17.591
1.75781	19.6354
1.75252	19.5269
1.05007	5.12481
1.47945	13.928
1.71584	18.7744
1.26925	9.6184
1.71439	18.7451
0.895848	1.96415
1.66171	17.6648
1.65482	17.5234
1.71275	18.7109
1.76188	19.718
1.75111	19.4976
1.56056	15.5916
1.66567	17.7462
1.68991	18.2425
1.74353	19.3427
1.26863	9.60497
1.75165	19.5089
0.899713	2.0435
1.07255	5.58569
1.10213	6.1925
0.90872	2.2281
1.20632	8.32814
1.75988	19.6779
1.21016	8.40712
1.73391	19.1444
1.7633	19.7476
1.22041	8.61721
1.34376	11.1461
1.66854	17.8048
1.71241	18.7041
0.892147	1.88819
1.74974	19.47
1.26587	9.54944
1.71629	18.7839
1.06806	5.49457
1.06438	5.419
1.75968	19.6736
1.07272	5.58956
1.46261	13.5824
1.41618	12.6306
1.57781	15.9451
1.57299	15.8459
1.51624	14.6829
1.35636	11.4045
1.72635	18.9906
1.71532	18.7644
1.23232	8.86033
1.09068	5.9576
1.75476	19.5733
1.48371	14.0151
1.75985	19.6774
1.74726	19.4192
1.74487	19.3711
1.7496	19.4666
1.75252	19.5262
1.74286	19.3285
1.56496	15.6813
1.19424	8.08016
0.92915	2.64746
1.747	19.4136
0.905253	2.1571
1.47878	13.9137
1.25308	9.28649
1.74262	19.3237
1.52349	14.8313
0.912737	2.31063
1.78391	20.1703
1.75777	19.6346
1.20223	8.24416
1.77507	19.9885
1.76127	19.7059
1.36768	11.6364
1.18547	7.90035
1.52993	14.9636
1.72965	19.0577
0.924961	2.5608
1.76902	19.865
1.4596	13.5208
1.21113	8.42585
1.75831	19.6457
1.74792	19.4323
1.75456	19.5685
1.51146	14.5841
1.692	18.2854
1.44809	13.2845
1.54353	15.242
1.55962	15.5722
0.908873	2.2313
1.09309	6.00738
0.910447	2.26345
1.75379	19.5527
1.18722	7.93561
1.06955	5.52463
1.05851	5.29813
1.70677	18.5885
0.897833	2.00516
1.45551	13.4369
1.28552	9.95193
1.74783	19.4306
1.75323	19.541
0.958639	3.25098
1.06406	5.41168
1.19015	7.99646
1.49127	14.17
1.52763	14.9159
1.09166	5.97726
1.76646	19.8125
1.74187	19.3083
1.68525	18.1472
1.25471	9.32035
1.48297	13.9999
0.886844	1.77987
1.22709	8.75384
1.76025	19.6845
1.71763	18.8113
1.46567	13.6449
1.36596	11.6013
1.05964	5.32108
1.72702	19.0043
1.20213	8.24103
1.76336	19.7493
1.75937	19.6671
1.52065	14.7733
1.28761	9.99448
1.06949	5.5233
1.25254	9.27588
1.72277	18.9176
1.51946	14.7486
1.71434	18.7435
1.42616	12.8356
1.46016	13.5319
1.14462	7.06382
1.4304	12.9217
1.54171	15.2043
1.0611	5.35151
1.61568	16.7209
1.07719	5.68107
1.45919	13.5125
1.06704	5.47305
1.22557	8.72261
1.08933	5.9297
1.25977	9.42403
1.05439	5.21362
1.55023	15.379
1.57646	15.9172
1.50345	14.4194
1.25193	9.26324
1.48803	14.1034
1.771	19.906
1.54098	15.1888
1.55322	15.4408
1.73816	19.2327
1.74097	19.2906
1.72181	18.8978
1.69986	18.447
1.5144	14.6441
1.47088	13.752
1.70505	18.553
1.75051	19.4859
0.884255	1.72709
1.51307	14.6175
1.07977	5.73433
1.2363	8.94216
1.74417	19.3562
1.52395	14.8402
1.06321	5.39465
1.68985	18.2417
0.891479	1.87516
1.05778	5.28321
1.23523	8.92096
1.08155	5.77018
0.886971	1.78249
1.2387	8.99209
1.59742	16.3467
1.73802	19.2298
1.35404	11.357
1.37651	11.8174
1.75845	19.6485
1.76669	19.8176
1.7519	19.5142
1.74703	19.4141
1.23747	8.96533
1.55203	15.4155
1.75858	19.6515
1.44493	13.2191
1.72129	18.887
1.71713	18.8019
1.7644	19.7711
1.73857	19.2404
1.75313	19.5388
1.757	19.6179
1.74574	19.3873
1.67703	17.9794
1.75386	19.5545
1.75395	19.5564
1.41893	12.6871
1.76209	19.7231
1.73785	19.2261
1.75618	19.6028
1.74927	19.461
1.40902	12.4825
1.75924	19.6648
1.75279	19.5327
1.76488	19.7799
1.76448	19.7721
1.07157	5.56598
1.56089	15.5981
1.67362	17.9096
1.75535	19.585
1.23715	8.95917
1.45441	13.4148
1.7552	19.5814
1.74137	19.2992
1.74899	19.4548
1.3251	10.762
1.76195	19.7211
1.76395	19.7617
1.76017	19.6842
1.50194	14.3885
1.75877	19.6541
1.74953	19.465
0.911393	2.28303
1.67073	17.8504
1.6626	17.6836
1.07526	5.64126
1.05967	5.32189
1.74757	19.4258
1.31286	10.5117
0.88799	1.80379
0.913645	2.32927
0.914252	2.34178
1.06795	5.49154
1.06538	5.43916
1.19031	7.99827
0.90218	2.09429
1.77807	20.0506
1.56595	15.7019
1.66787	17.7917
1.48171	13.9743
1.24193	9.05789
1.50645	14.4814
1.72113	18.8834
1.77651	20.0184
1.49285	14.2025
1.28065	9.85166
0.884475	1.7317
1.52387	14.8379
1.0955	6.05643
1.21411	8.48776
1.5191	14.7404
0.918615	2.4311
1.57276	15.8414
1.53338	15.0346
1.72701	19.004
1.06244	5.37863
0.894521	1.9373
0.866419	1.36122
1.76062	19.6929
1.0719	5.57262
1.0662	5.45557
0.91628	2.38304
1.7643	19.7689
1.41847	12.6782
1.1844	7.87873
1.05899	5.30801
1.74824	19.439
1.57808	15.9506
1.35061	11.2866
1.74687	19.4111
1.74848	19.444
1.72578	18.979
1.75723	19.6232
1.2603	9.43378
1.26509	9.53257
1.74149	19.3014
1.24948	9.21311
0.898255	2.01378
1.74942	19.4639
1.73238	19.1142
0.923725	2.53572
1.73426	19.1515
1.54824	15.3382
1.50918	14.5386
1.69438	18.335
0.901756	2.08545
1.7299	19.0629
0.870055	1.43585
1.75839	19.6482
1.28641	9.96975
0.908816	2.23036
1.25687	9.36416
1.24758	9.17395
1.73885	19.2492
1.45342	13.3939
0.898436	2.01739
1.27734	9.78382
1.40358	12.3724
1.32261	10.7123
1.57769	15.9422
1.07129	5.55954
1.38188	11.9267
1.51737	14.7053
1.29267	10.0977
1.37102	11.7041
1.71022	18.6606
1.19118	8.01722
1.55187	15.4131
1.52458	14.8526
1.71766	18.812
1.73954	19.2602
1.71208	18.6971
1.38376	11.9664
1.05433	5.21209
1.1897	7.98746
0.907149	2.19594
1.71944	18.8483
1.4604	13.5368
1.0525	5.17525
1.75842	19.6486
1.53474	15.0619
1.26251	9.48002
1.56439	15.6696
1.20937	8.39046
1.61415	16.6897
1.05116	5.14775
1.75602	19.5984
1.08985	5.94076
1.17169	7.61823
1.69603	18.3687
1.20831	8.36847
1.70969	18.6486
1.2683	9.59781
1.75247	19.5254
1.06248	5.37962
0.878815	1.61564
1.36952	11.6735
1.71978	18.8563
1.44289	13.1777
1.75756	19.6294
1.44104	13.1402
1.74276	19.3264
1.27455	9.72712
0.923755	2.53635
1.6997	18.444
1.73871	19.2436
1.74746	19.4236
1.60793	16.5621
1.33105	10.8847
1.07451	5.62652
1.74953	19.4661
1.73743	19.2182
1.37446	11.7737
1.51275	14.6102
1.71116	18.6784
1.73913	19.2516
1.07051	5.54464
0.895809	1.96415
0.894637	1.93947
1.08076	5.75411
1.72547	18.9724
1.58207	16.0314
1.38217	11.9333
1.07212	5.57739
0.881245	1.66517
0.910149	2.25811
0.886678	1.77672
1.06371	5.40509
1.05707	5.2686
1.74821	19.4382
1.28932	10.0295
1.71765	18.8111
0.90303	2.11181
1.2883	10.0081
1.45272	13.3792
1.48864	14.1164
1.36689	11.62
0.902922	2.10982
1.51889	14.7368
1.72637	18.9937
1.35292	11.3314
0.89629	1.9738
1.0503	5.12996
1.70599	18.5741
1.0564	5.25524
1.54698	15.3119
1.73377	19.1415
1.03679	4.85325
1.08329	5.80576
1.05801	5.28751
1.38982	12.0895
0.890602	1.85709
1.18719	7.93543
1.19848	8.1671
1.05038	5.13174
1.10727	6.2969
1.063	5.39042
1.20431	8.28678
1.3447	11.1653
1.19223	8.03949
1.40128	12.3254
1.72906	19.0471
1.71913	18.8414
1.77405	19.9682
1.76274	19.7364
1.77163	19.9186
1.75468	19.5711
1.49871	14.3221
1.51053	14.5649
1.75374	19.552
1.7601	19.6827
1.73204	19.1073
1.75923	19.6649
1.76391	19.7607
1.75091	19.4939
1.76303	19.7425
1.75058	19.4864
1.74882	19.4506
1.59876	16.375
1.76108	19.7023
1.29087	10.0608
1.7506	19.4872
1.75186	19.513
1.73217	19.1102
1.76374	19.7571
1.75331	19.5436
1.74284	19.3289
1.73366	19.1408
1.73845	19.2388
1.76612	19.8055
1.06615	5.45495
1.74775	19.4287
1.7506	19.4873
1.55573	15.493
1.74157	19.3023
1.49006	14.1454
1.75521	19.5817
1.75532	19.5838
1.76611	19.8052
1.18161	7.82136
1.22664	8.74365
0.89254	1.89666
1.75768	19.6335
1.73183	19.1041
1.06772	5.48727
1.4464	13.2497
1.75904	19.6599
1.16009	7.38081
1.67968	18.0338
1.46344	13.5993
1.77085	19.9028
1.77253	19.9369
1.48563	14.0552
1.28997	10.0426
1.74296	19.3339
0.902301	2.09692
1.05998	5.32808
1.18353	7.86051
1.46875	13.7082
1.24394	9.09937
1.75154	19.5065
1.0711	5.55656
1.57028	15.7905
1.14628	7.09719
1.76859	19.8564
1.71706	18.7997
1.50452	14.4419
1.24117	9.04244
1.51726	14.7034
1.19241	8.04273
1.73568	19.1828
1.73653	19.2011
1.7375	19.2204
1.50192	14.3878
0.886268	1.76856
1.21303	8.46588
1.5735	15.8562
1.5597	15.5736
1.41338	12.5737
1.7534	19.5448
1.74849	19.4442
0.885593	1.75403
1.33784	11.0243
1.16315	7.44295
1.69083	18.2636
1.19945	8.18706
0.881429	1.66922
1.73335	19.1364
1.26672	9.56367
1.73049	19.0744
1.41943	12.6975
1.41225	12.5504
1.40387	12.3788
1.43623	13.0423
1.75006	19.4764
1.68677	18.1791
1.75437	19.5649
1.76083	19.6969
1.73982	19.2672
0.907079	2.19458
1.07166	5.56726
1.7563	19.605
1.72703	19.004
1.37892	11.8654
1.23322	8.87987
1.7495	19.4644
1.28405	9.92175
1.04579	5.03816
1.69332	18.3137
1.76403	19.763
1.37647	11.8156
1.37289	11.7424
0.88667	1.77626
1.75192	19.5148
0.910524	2.26557
1.76777	19.8398
1.43777	13.0728
1.39663	12.229
1.06411	5.4133
1.08079	5.75515
1.75621	19.6035
1.55839	15.5464
0.924464	2.5507
1.28998	10.0431
1.77607	20.0098
1.2393	9.00386
1.70792	18.6132
1.47219	13.7796
1.76807	19.8454
0.884882	1.73997
0.889183	1.82792
1.54952	15.3649
1.24975	9.21801
0.911997	2.29552
1.52379	14.837
1.21269	8.45876
1.71404	18.7373
1.16344	7.44964
0.882418	1.68919
1.37355	11.756
1.72653	18.9942
1.75595	19.5969
1.73938	19.2571
0.875859	1.5548
1.0792	5.72192
1.23838	8.98507
1.08215	5.78285
1.73889	19.2471
1.21075	8.41886
1.72147	18.8895
1.71678	18.7932
1.27738	9.78516
1.04661	5.05475
1.25364	9.29744
1.70493	18.5514
1.47518	13.8403
0.889554	1.83563
1.07284	5.59177
0.899508	2.03977
1.0601	5.33089
1.21389	8.48231
1.76177	19.7163
1.49309	14.2069
1.42684	12.8495
1.45539	13.434
1.46245	13.5791
1.73634	19.1947
0.883055	1.70264
1.0457	5.0356
1.47924	13.9233
1.49981	14.3455
1.24244	9.06816
1.35319	11.3382
1.30812	10.4134
1.39008	12.095
1.23395	8.89387
1.74241	19.3207
1.53728	15.1132
1.07158	5.56609
1.27224	9.67955
1.23987	9.01633
1.24205	9.06074
1.05332	5.19255
0.919138	2.44169
1.21872	8.58131
1.38196	11.9282
1.05927	5.31363
1.52994	14.9634
0.897112	1.99053
1.06989	5.53151
1.70186	18.4889
0.903553	2.12262
1.43135	12.9401
0.899191	2.03327
0.896943	1.98724
1.06053	5.33997
1.05769	5.28175
0.884593	1.7337
0.887309	1.78966
1.31066	10.4662
1.4312	12.9381
1.06307	5.39162
1.20252	8.24956
1.07442	5.62458
0.891613	1.87801
1.06875	5.50823
1.24134	9.04422
1.05307	5.18691
1.0691	5.51483
0.902729	2.10599
1.76104	19.7019
1.47348	13.8052
0.91287	2.31328
0.921222	2.48447
1.70507	18.5544
1.57653	15.9182
1.30327	10.3154
1.05512	5.22913
1.52348	14.8305
0.89036	1.85211
0.90433	2.13863
1.16837	7.54758
1.26997	9.63237
1.39014	12.0961
1.38495	11.9897
1.24102	9.03962
1.72021	18.8644
1.71877	18.8356
1.67502	17.9382
1.72403	18.9433
1.75768	19.6323
1.75402	19.558
1.76859	19.8573
1.76747	19.834
1.7699	19.8838
1.74574	19.3888
1.74324	19.3377
1.75306	19.5393
1.76738	19.8321
1.67876	18.0169
1.7589	19.6577
1.74413	19.355
1.73028	19.0709
1.18391	7.86891
1.75763	19.6318
1.75615	19.6014
1.7002	18.4548
1.76337	19.7494
1.74546	19.382
1.75212	19.5191
1.75382	19.554
1.7282	19.0289
1.76135	19.7089
1.74855	19.4479
1.76282	19.738
1.72684	19.0017
1.68403	18.1228
0.894521	1.93769
1.67817	18.0027
1.6737	17.911
1.76545	19.7922
1.75164	19.5089
1.75366	19.5512
1.75731	19.6257
1.72493	18.9621
1.51683	14.6933
1.45533	13.4321
1.05573	5.23912
1.47688	13.8744
1.75538	19.5862
1.69949	18.4398
1.75469	19.5709
1.41496	12.6063
1.67738	17.9864
1.38676	12.0279
1.72623	18.988
1.32749	10.8114
1.21927	8.58993
1.25683	9.36205
1.70183	18.4892
0.866286	1.35871
0.896332	1.97466
1.5382	15.1325
1.45393	13.4047
0.88034	1.64672
1.28991	10.0422
1.56433	15.6688
1.29427	10.1316
1.43608	13.0391
1.76667	19.8169
1.73056	19.0766
1.42748	12.8613
1.72964	19.0596
1.73346	19.1362
1.35633	11.4014
1.51097	14.5741
1.50686	14.4893
1.1809	7.80682
0.900189	2.0535
1.22327	8.67534
0.897082	1.98986
1.7423	19.3172
1.58001	15.9904
0.883625	1.71422
1.37574	11.802
1.08652	5.87206
1.48194	13.979
1.19593	8.11481
1.06699	5.47142
1.05209	5.16651
1.19633	8.1227
0.904365	2.13923
1.24461	9.11334
1.72546	18.971
1.0793	5.72478
1.7556	19.5899
1.58193	16.0293
1.14797	7.13184
1.5828	16.0479
1.72671	18.9977
1.70168	18.4844
1.53871	15.1429
1.35156	11.3035
1.20253	8.24956
1.72948	19.0553
1.07202	5.57484
1.32486	10.7558
1.58874	16.1682
1.57236	15.8319
1.77855	20.0612
1.69889	18.427
1.74293	19.3298
1.08626	5.86724
1.06548	5.44159
1.76808	19.846
1.70676	18.5888
1.75725	19.6239
1.5105	14.5645
1.75665	19.6116
1.52767	14.9168
1.222	8.64774
1.40335	12.3662
1.24327	9.08186
0.898444	2.01794
1.21445	8.49436
0.90204	2.09135
1.15217	7.21823
1.07787	5.69525
1.06264	5.38289
1.44841	13.291
1.73271	19.1209
1.72199	18.901
1.18831	7.9587
1.73846	19.2388
1.51129	14.5808
0.893679	1.9205
1.13796	6.92648
1.39945	12.2874
1.24646	9.15025
1.46243	13.5785
1.07578	5.65208
1.5523	15.4216
1.09098	5.96407
0.927583	2.6149
1.7016	18.4829
0.885169	1.74572
0.895076	1.94868
0.903398	2.1192
1.74911	19.4571
1.2945	10.1359
1.38221	11.9323
0.891379	1.87332
1.47754	13.8883
1.74392	19.3512
1.74814	19.4371
1.23535	8.92324
1.70107	18.4721
1.56578	15.6987
1.31512	10.559
0.892964	1.90546
1.26051	9.43837
1.07576	5.65174
1.08111	5.76092
1.54627	15.2977
1.69806	18.411
1.05291	5.18301
1.74864	19.4496
1.76109	19.7031
1.55132	15.4006
1.75925	19.6646
1.71011	18.6569
0.89651	1.97809
1.15572	7.29129
1.09829	6.11321
1.48492	14.0395
1.57126	15.8102
1.76007	19.682
0.873294	1.50255
1.34704	11.2118
1.60023	16.4036
1.07459	5.62743
0.889729	1.83936
1.18807	7.95134
1.06661	5.46386
1.25006	9.22346
1.70032	18.4561
1.47666	13.8707
1.05036	5.13204
0.9363	2.79356
1.24811	9.18431
1.42724	12.857
0.897535	1.99936
1.21167	8.43596
1.52413	14.8438
0.873607	1.50855
1.70495	18.5528
1.10136	6.17568
1.51734	14.7044
0.894274	1.9326
0.900017	2.04985
1.0362	4.84068
0.899968	2.04899
0.924886	2.55957
0.886696	1.77711
1.38447	11.98
1.45263	13.3779
1.0557	5.24024
1.21975	8.6032
1.05738	5.27544
1.7254	18.9733
1.05298	5.18487
1.05946	5.31755
0.89344	1.91546
1.20313	8.26105
1.37268	11.7375
1.7037	18.5258
1.37301	11.7438
0.926386	2.59054
0.875754	1.5524
1.35166	11.3074
1.06864	5.50538
1.07617	5.66027
1.37811	11.8492
1.05758	5.27776
1.43816	13.0799
0.894745	1.94237
1.05605	5.24766
1.1313	6.78787
1.74275	19.3282
1.23139	8.84173
1.24007	9.01987
1.26559	9.5431
1.31739	10.6037
1.76117	19.7043
1.75773	19.6338
1.76221	19.7258
1.29842	10.2132
1.11686	6.49027
1.74467	19.3684
1.76279	19.7386
1.75231	19.5243
1.75177	19.5129
1.75466	19.572
1.75327	19.5431
1.74644	19.4033
1.72801	19.0254
1.75106	19.4973
1.75282	19.5331
0.857028	1.16904
1.75794	19.6381
1.75511	19.5801
1.71062	18.6681
1.72261	18.9148
1.46734	13.6782
1.33699	11.0049
1.75781	19.6359
1.75234	19.5239
1.74589	19.3921
1.75586	19.5961
1.69678	18.3858
1.45326	13.3905
1.74114	19.2942
0.917038	2.39885
1.67069	17.8495
1.76925	19.8697
1.48379	14.0172
1.32501	10.7595
1.22434	8.696
1.7532	19.542
0.899307	2.03526
1.30016	10.2486
1.75218	19.5216
1.20002	8.19753
1.2131	8.46736
1.75063	19.4887
1.18656	7.92188
1.7376	19.2211
1.56747	15.7335
1.6717	17.8701
1.56143	15.6096
0.881038	1.66096
0.915288	2.36294
1.18839	7.95778
1.50228	14.3954
1.48889	14.1215
1.23335	8.8817
1.20458	8.29101
1.19406	8.07591
1.18802	7.9518
0.882279	1.68635
0.914941	2.35569
