Dens	Pres
0.88986	1.84181
1.57025	15.7907
1.52513	14.8655
1.76343	19.7507
0.890435	1.85333
1.46246	13.5792
1.54064	15.1823
1.2259	8.72885
0.894153	1.93017
0.881363	1.66768
1.52609	14.8835
1.28127	9.86302
0.897351	1.99541
1.70205	18.4921
1.04081	4.93541
1.56526	15.6882
1.5758	15.9045
1.20376	8.27503
1.27541	9.7439
1.76747	19.8333
1.07463	5.62851
0.929138	2.64623
1.20077	8.2109
1.74918	19.46
1.06038	5.33619
1.05295	5.18422
0.897043	1.98921
1.21619	8.52824
1.23402	8.89493
0.909098	2.23611
1.41077	12.5202
0.889359	1.83172
1.70157	18.4825
1.38873	12.0682
1.52193	14.7988
1.07184	5.57127
1.06151	5.35888
1.23245	8.86315
1.07288	5.59178
1.36908	11.6627
1.56173	15.6143
0.916844	2.39484
0.893093	1.90819
0.898281	2.0143
1.73945	19.2593
1.40757	12.4544
1.22455	8.70069
1.30253	10.3005
1.27254	9.68628
1.26404	9.5107
1.75738	19.6264
1.48609	14.063
1.72489	18.9621
1.05528	5.23219
1.47031	13.739
1.76707	19.8258
0.892145	1.88873
1.30384	10.3263
1.07183	5.571
1.5077	14.5072
1.06646	5.46099
1.23723	8.96125
0.891704	1.87975
0.917538	2.40901
0.900097	2.05211
1.30647	10.3806
1.20187	8.23651
1.20517	8.30408
0.881305	1.66704
1.4971	14.289
0.92014	2.4627
1.08171	5.77222
0.910147	2.25799
1.75262	19.5295
1.06398	5.41066
0.898076	2.01014
0.917042	2.39899
1.15341	7.24357
1.23903	8.99846
1.21822	8.5717
1.43893	13.0969
0.872174	1.47909
1.0643	5.41704
0.911199	2.27892
1.31298	10.5134
0.884968	1.7417
1.74138	19.3004
1.07915	5.72049
1.24686	9.15941
0.916014	2.37775
0.903156	2.11449
0.898433	2.01777
1.25864	9.40062
0.881347	1.66724
1.4575	13.4777
0.903852	2.12856
0.891294	1.87104
1.59511	16.2987
1.0627	5.38299
1.24815	9.18509
0.895609	1.95983
1.37349	11.7535
1.19381	8.06911
1.23708	8.95699
1.73513	19.1701
1.74181	19.3071
1.04614	5.04497
1.0671	5.47471
1.70519	18.5565
1.72938	19.0528
1.41834	12.6743
1.24963	9.21432
1.77527	19.9936
1.75464	19.5722
1.75258	19.5295
1.05603	5.24752
1.05284	5.18163
1.56153	15.6103
1.50062	14.3611
1.48099	13.959
1.44201	13.1595
0.929033	2.64445
0.905239	2.15714
1.08704	5.88302
1.25377	9.29988
1.26911	9.61469
1.05881	5.30387
0.901925	2.08891
1.36608	11.6032
1.46787	13.6898
1.41497	12.6038
0.89546	1.95638
1.23227	8.85667
1.48949	14.133
1.0625	5.37947
1.07775	5.69252
0.923051	2.52207
1.05306	5.18684
0.921149	2.48311
1.47527	13.8422
1.07405	5.61657
1.07729	5.68258
1.49799	14.3075
1.04489	5.01838
1.15309	7.23561
1.33331	10.9278
1.34333	11.134
1.16016	7.37985
1.51243	14.6036
1.46604	13.6523
1.74943	19.465
0.915523	2.36762
0.894926	1.94588
1.42711	12.8544
1.02493	4.60967
1.14639	7.09909
1.20836	8.36999
1.45542	13.435
0.907247	2.1982
1.71029	18.6628
1.75947	19.6712
1.07318	5.59905
1.21568	8.51934
1.20724	8.34569
1.06087	5.34607
0.922517	2.51109
1.05497	5.22511
1.71757	18.8102
1.69999	18.4501
1.75118	19.4998
1.76899	19.8653
1.47647	13.8663
1.75807	19.6417
1.76083	19.6996
1.75081	19.4942
0.889413	1.83235
1.75899	19.6612
1.75303	19.5384
1.27574	9.7474
1.74782	19.4311
1.53852	15.1383
1.72968	19.059
1.21926	8.59337
1.77036	19.8928
1.76719	19.828
1.76086	19.6984
1.50953	14.5441
1.75533	19.5856
1.05778	5.28097
1.75617	19.6036
1.46452	13.6203
1.76201	19.7226
1.7352	19.1729
1.68714	18.1873
1.43642	13.0449
1.19412	8.07707
1.04552	5.03158
1.66506	17.734
1.76268	19.7351
1.06928	5.51895
1.74986	19.473
1.41865	12.6807
1.75644	19.608
0.87935	1.6262
1.25594	9.34222
1.52419	14.8444
1.75657	19.612
1.49814	14.3105
1.52593	14.8797
1.76409	19.7645
1.75305	19.5382
1.68714	18.1872
1.36979	11.68
1.08836	5.91035
1.74412	19.3549
1.08265	5.79354
1.49762	14.3009
0.889413	1.83248
1.75754	19.6306
1.75103	19.4975
0.898432	2.0178
1.04713	5.0644
1.7267	19.0008
1.3472	11.2132
1.72284	18.919
1.26857	9.60391
1.75929	19.6661
1.53884	15.146
1.7172	18.803
1.07969	5.73305
1.22119	8.63205
1.75096	19.4961
1.20096	8.21622
1.31678	10.5907
1.05351	5.19416
1.7513	19.5034
1.74753	19.427
1.75382	19.5543
1.36478	11.576
0.886857	1.78018
1.73452	19.1583
1.56935	15.7723
1.53226	15.0112
1.7589	19.6576
1.67155	17.8665
0.899884	2.04745
1.28628	9.96707
1.4849	14.0393
0.923385	2.52889
1.52277	14.8153
1.71415	18.7429
1.46008	13.5293
1.06121	5.35357
1.06259	5.38107
0.90247	2.10027
1.7491	19.457
1.13978	6.96357
1.45735	13.4748
1.77089	19.9036
1.53084	14.9813
1.21467	8.49854
1.34589	11.1888
1.04444	5.00962
1.75	19.4769
1.75046	19.4856
1.21781	8.56189
1.77281	19.9439
1.3601	11.4788
1.7524	19.5256
1.58307	16.0536
1.57844	15.9573
1.24468	9.11384
0.922684	2.51448
1.37369	11.7601
1.66914	17.8173
0.886471	1.77264
1.07488	5.6336
1.16224	7.42304
1.06359	5.40181
1.32241	10.7049
0.950891	3.09267
1.62477	16.9082
1.74441	19.361
0.899715	2.0437
1.5648	15.6791
1.46477	13.6268
1.07424	5.61979
1.07774	5.69312
1.22111	8.63074
1.70456	18.5443
1.71538	18.7656
0.879051	1.62035
1.16281	7.43283
0.892677	1.89973
1.17924	7.77035
1.22176	8.64381
1.37169	11.7162
1.07179	5.57012
1.19924	8.18224
1.06972	5.52749
1.57416	15.8708
1.3829	11.9491
1.5548	15.4735
1.48712	14.0854
1.1507	7.18735
1.72996	19.0654
1.22939	8.79987
1.75242	19.5263
1.20738	8.34916
1.2226	8.66012
1.07232	5.58073
1.05549	5.23499
1.74003	19.2728
0.893832	1.92335
1.58644	16.1226
1.39983	12.2955
1.07826	5.70262
0.893315	1.91301
1.23237	8.86199
1.07813	5.70048
1.22983	8.8096
1.19509	8.09724
1.085	5.83897
1.3209	10.6733
1.30612	10.3718
1.05963	5.32077
0.903413	2.11971
1.54274	15.2252
1.22093	8.62595
1.04306	4.98128
1.74432	19.3592
0.8953	1.95325
1.19873	8.17318
1.43232	12.9614
1.74133	19.2976
1.47997	13.9383
1.06894	5.51158
1.2055	8.30858
1.04992	5.12137
1.5091	14.5351
1.0556	5.23744
1.74988	19.4737
1.21951	8.59472
1.20148	8.22737
1.30371	10.3232
1.36488	11.5774
1.03644	4.84549
0.918628	2.43141
1.10052	6.1595
1.20503	8.30124
0.89082	1.86144
0.9003	2.05557
1.16521	7.48341
0.91004	2.25511
1.3763	11.8103
1.49417	14.2287
1.51878	14.7337
1.16566	7.49345
1.19197	8.0323
1.75703	19.62
0.901498	2.08045
0.887255	1.78864
1.07655	5.66807
1.77372	19.9619
1.69174	18.2806
1.06452	5.42124
1.31393	10.5316
1.06366	5.40312
0.88183	1.6772
1.49034	14.1515
1.72074	18.877
1.28337	9.90465
1.35558	11.385
1.35773	11.4306
1.53622	15.0911
1.7093	18.6414
0.895959	1.96693
0.906166	2.17607
1.74655	19.4049
1.10789	6.31003
1.0637	5.40395
0.923714	2.5353
1.06892	5.51193
1.76023	19.6871
1.69849	18.4206
1.35193	11.3114
0.87841	1.60709
0.885071	1.74355
1.37301	11.7444
1.30247	10.298
1.34295	11.1277
1.0407	4.93273
1.7655	19.7925
1.75183	19.5131
1.73893	19.2484
1.74092	19.2898
1.77503	19.989
1.74932	19.462
1.76582	19.8013
1.76005	19.6828
0.887116	1.78538
1.74213	19.3149
1.75182	19.5138
1.75464	19.5713
1.74254	19.323
1.7407	19.2849
1.75507	19.5791
1.19494	8.09546
1.76971	19.8792
1.0735	5.60475
1.38615	12.0122
1.75777	19.6352
1.71921	18.8452
1.75439	19.5666
1.75572	19.5943
1.75423	19.5634
1.74396	19.3524
1.75254	19.5289
1.74757	19.4259
1.15152	7.20394
1.74546	19.3827
0.885829	1.75914
1.6626	17.6833
1.76229	19.727
1.19602	8.11634
1.47587	13.8536
0.883427	1.70983
0.902396	2.09929
1.75324	19.544
1.34037	11.0741
1.21117	8.42526
1.23865	8.98815
1.04993	5.12289
1.7547	19.5723
0.905086	2.15389
1.73633	19.1955
1.578	15.9493
1.67418	17.9209
1.52083	14.7768
0.915999	2.37718
1.06389	5.40815
1.32021	10.6623
1.09167	5.97749
0.88512	1.74515
0.889019	1.82494
1.18629	7.91622
1.06189	5.36684
1.34975	11.267
1.50019	14.3526
0.886116	1.76527
1.2436	9.09089
1.57092	15.8045
1.0727	5.58996
1.71165	18.6888
0.896749	1.98314
0.891817	1.88244
1.17936	7.77304
0.887351	1.79016
1.22583	8.72686
1.75832	19.648
1.04661	5.05382
1.381	11.9059
1.75438	19.5659
1.74373	19.3472
0.899606	2.04137
1.56112	15.6041
1.56704	15.7251
1.52832	14.9301
0.909997	2.2546
0.877557	1.59007
1.08208	5.7815
0.895199	1.95098
0.904933	2.15066
1.74703	19.4161
0.881631	1.67291
1.19906	8.17511
1.17409	7.66658
1.0556	5.23795
1.48034	13.9444
1.39804	12.259
1.48513	14.0436
1.57759	15.9408
1.06087	5.34632
1.47349	13.8056
1.69534	18.3545
1.47383	13.8125
1.77186	19.9242
1.08583	5.85753
1.75091	19.4958
1.73041	19.0742
0.893101	1.90851
1.68007	18.0422
1.76767	19.8406
0.883816	1.71774
1.09408	6.02693
1.74053	19.2816
0.911035	2.27572
1.47232	13.7817
1.17789	7.74631
1.07722	5.68244
1.28934	10.0301
1.08508	5.84306
1.39143	12.12
1.75658	19.6113
1.16246	7.42846
1.21591	8.52353
1.13968	6.96208
1.73808	19.2315
0.909994	2.25444
1.55114	15.399
1.36646	11.6116
1.03935	4.90575
0.904611	2.1442
1.0642	5.41486
0.899761	2.04478
1.26877	9.60792
1.38651	12.0199
1.25914	9.41068
0.896769	1.98384
1.76346	19.7528
1.33309	10.9266
1.05523	5.23073
1.74807	19.4371
1.07327	5.60022
1.74178	19.3073
1.72927	19.0506
1.24207	9.0605
1.25329	9.29202
1.48303	14.0016
0.918483	2.42814
1.03681	4.85341
1.04906	5.10402
0.878259	1.6039
1.37459	11.7755
0.909474	2.24399
1.47478	13.8311
1.50817	14.5153
1.53868	15.1419
1.75401	19.5567
1.54832	15.3396
1.17259	7.63546
1.13563	6.87816
0.913471	2.32577
1.69431	18.3338
1.70928	18.6412
0.90576	2.16756
0.899395	2.03718
1.04819	5.08605
1.05125	5.14948
0.897044	1.98887
0.887037	1.78395
0.897036	1.98902
0.88451	1.73233
1.21951	8.59688
1.36278	11.5341
1.75739	19.6274
0.910257	2.25979
0.89434	1.93387
1.27315	9.69844
1.42004	12.7093
1.71781	18.8157
1.2926	10.096
1.51593	14.6756
1.77312	19.9498
1.53497	15.0648
1.04926	5.10812
1.03518	4.82025
1.49421	14.229
1.5103	14.5595
1.22524	8.71503
1.52038	14.7664
0.884422	1.73031
0.917185	2.40204
1.09775	6.1029
1.06782	5.48873
1.07543	5.64499
1.22372	8.68086
0.889794	1.84004
1.24319	9.08031
1.05284	5.1818
1.76671	19.8198
1.04998	5.12273
1.54789	15.3303
1.29444	10.132
1.2164	8.53353
1.05667	5.26053
0.880853	1.65731
1.08201	5.7802
1.23765	8.97019
1.64471	17.3168
1.52723	14.9076
0.886973	1.78249
1.11446	6.44405
1.07866	5.71131
1.36611	11.602
1.71012	18.6608
0.886791	1.77881
1.08924	5.9253
1.31664	10.5877
1.75201	19.5171
1.52915	14.9461
0.909461	2.24343
0.893052	1.90702
1.2249	8.70895
0.89423	1.93129
1.21574	8.52015
1.75672	19.6144
1.17311	7.64539
1.37121	11.706
1.7425	19.3238
1.55836	15.5462
0.883626	1.71397
1.31298	10.5119
1.34299	11.1292
1.73962	19.2629
1.33725	11.0112
0.878669	1.61218
1.77069	19.8987
1.74662	19.406
1.75679	19.6149
1.16196	7.4164
1.05608	5.24712
1.75125	19.5022
1.76203	19.723
1.75576	19.5945
1.74994	19.4757
1.73854	19.241
1.74489	19.3712
1.37898	11.8639
1.74878	19.4504
1.3168	10.5913
1.74401	19.3526
0.909398	2.24254
1.76234	19.7278
1.76658	19.8151
1.75694	19.6179
1.76261	19.7345
1.75275	19.5329
1.75124	19.5021
1.30897	10.429
1.74382	19.3494
1.74817	19.4388
1.75554	19.5888
1.75146	19.5054
1.75904	19.6604
1.77496	19.9871
0.919589	2.45092
1.67445	17.9261
1.7705	19.895
1.08557	5.85337
1.71806	18.8212
1.75143	19.5051
1.72982	19.0628
1.15862	7.34787
0.950962	3.09269
1.22679	8.74481
1.74866	19.4483
1.75085	19.4928
1.51923	14.7425
1.74002	19.2707
1.76854	19.8549
1.75035	19.4825
1.67417	17.9202
1.67472	17.9315
1.71379	18.7331
1.53476	15.062
1.08952	5.93288
1.33083	10.877
1.71102	18.6781
1.06431	5.41679
0.883669	1.71489
1.31437	10.5423
1.75055	19.4868
1.07562	5.64874
1.45936	13.5155
1.70235	18.4978
1.57504	15.8883
1.33477	10.9623
1.67522	17.942
0.909974	2.25384
1.75144	19.5051
1.24381	9.09588
1.54539	15.2784
1.17664	7.71797
1.20759	8.3523
1.47255	13.7857
1.31798	10.6177
1.74752	19.4248
1.74518	19.3765
1.0503	5.1294
1.75046	19.4848
1.57224	15.831
0.923801	2.53755
1.35899	11.4589
1.75733	19.6252
1.05425	5.21071
1.06583	5.44836
1.50818	14.5168
0.887492	1.79365
1.29955	10.2368
1.48689	14.0792
1.74465	19.3669
1.4351	13.0182
1.52666	14.8953
1.75469	19.5714
1.36956	11.6757
1.13134	6.78996
1.19482	8.09335
1.70581	18.5687
1.71635	18.7851
0.918872	2.43602
1.51486	14.6527
1.33643	10.993
1.50402	14.4307
0.884401	1.72978
1.2253	8.71559
1.53762	15.1202
1.05097	5.1436
1.75	19.4758
1.74045	19.2798
1.46447	13.6203
1.72093	18.8787
1.53671	15.1021
1.26292	9.48875
1.75854	19.65
1.4343	13.0021
1.28034	9.8439
1.74383	19.3497
0.887277	1.78903
1.50757	14.504
1.33947	11.0565
0.912357	2.30321
1.06821	5.49722
1.05817	5.28994
1.34261	11.1205
1.05692	5.26592
1.17059	7.59547
1.25823	9.39287
1.72794	19.0239
1.38317	11.9525
1.4687	13.7076
1.06369	5.404
1.37186	11.7201
0.892332	1.89265
0.884245	1.72653
1.22366	8.68255
1.76067	19.6957
0.893337	1.91279
1.51488	14.654
1.75719	19.6225
1.73098	19.0848
1.46322	13.5945
1.70823	18.6191
1.69656	18.3791
1.75369	19.5504
1.75818	19.643
1.7555	19.5894
1.38476	11.9846
1.46148	13.5591
1.49106	14.1645
1.20862	8.37348
1.3071	10.3919
1.564	15.6605
1.20644	8.32887
1.498	14.308
1.40542	12.4109
1.74831	19.441
1.20909	8.38578
1.23123	8.83834
0.917291	2.40377
1.60904	16.5847
1.48163	13.9722
1.50914	14.5351
1.33572	10.9775
1.0687	5.50623
1.076	5.65667
1.48282	13.9956
1.07257	5.58691
1.47245	13.7835
0.894259	1.93214
1.21847	8.57665
1.24552	9.13134
1.07813	5.70093
1.78354	20.1627
1.74338	19.3405
1.27694	9.77481
1.23135	8.83976
1.5277	14.9157
1.08105	5.75959
1.30216	10.2885
0.914771	2.3523
1.55741	15.5254
0.876872	1.57532
1.75579	19.5945
1.52142	14.7877
1.26705	9.57189
1.06031	5.33505
0.904806	2.14798
1.21074	8.41921
1.07469	5.62953
0.886417	1.77108
1.49558	14.2588
1.06527	5.43575
0.88439	1.73004
1.39271	12.145
1.20801	8.36071
1.7407	19.2874
1.06143	5.35759
1.39905	12.2777
1.22409	8.69199
1.07649	5.66648
0.929369	2.65111
1.24979	9.22028
1.77408	19.9689
1.43808	13.0792
1.54152	15.1995
1.05726	5.27225
0.898839	2.02596
1.16076	7.39151
0.891591	1.8775
1.06175	5.36384
1.52799	14.9221
1.4018	12.3324
1.75028	19.4814
1.5082	14.5169
1.19386	8.07138
0.892802	1.90207
0.906204	2.17685
1.24126	9.04412
0.894473	1.93612
0.89126	1.871
1.30209	10.2887
1.37509	11.785
1.02552	4.62184
0.903882	2.12886
0.884024	1.72234
0.866224	1.35721
1.4946	14.2371
1.19661	8.12929
1.51936	14.7456
1.51848	14.7274
1.15117	7.19728
1.75512	19.5799
1.75411	19.5593
1.77343	19.9556
1.75007	19.4776
1.52922	14.9482
1.75359	19.5501
1.75639	19.6075
1.73754	19.2206
1.73657	19.2009
1.75871	19.6546
1.71632	18.7863
1.76403	19.7628
1.76235	19.7281
1.75644	19.6071
1.75737	19.6259
1.38362	11.9637
1.74625	19.3983
1.72385	18.9381
1.74949	19.4656
1.74671	19.4095
1.74111	19.2939
1.73447	19.1576
1.74709	19.4168
1.74242	19.3203
1.74325	19.337
1.72714	19.0064
1.72422	18.9468
0.901829	2.08699
1.49766	14.3006
1.74565	19.3856
1.67247	17.8854
1.71211	18.698
0.927663	2.61611
1.75617	19.6022
1.76472	19.7779
1.32338	10.7265
0.879551	1.63047
1.76689	19.8225
0.881263	1.6653
1.75399	19.5573
1.75585	19.5948
1.195	8.09616
1.24847	9.19246
1.73775	19.2243
1.19654	8.12798
1.68023	18.0444
1.20382	8.27759
1.77329	19.9528
0.907549	2.20417
1.46663	13.6647
1.04885	5.09991
1.18769	7.94462
1.73715	19.2127
1.51292	14.6137
1.74818	19.4378
1.05831	5.29396
0.877468	1.58758
1.26844	9.60136
1.06875	5.50818
1.57335	15.8536
1.71319	18.7198
1.7558	19.594
1.74621	19.3977
1.08152	5.77028
1.22975	8.80742
1.08386	5.81768
1.12606	6.68118
1.74266	19.3254
1.36031	11.4837
1.74165	19.3049
1.76798	19.8439
0.922788	2.51631
0.880112	1.64207
1.75713	19.6213
1.57204	15.8268
0.913052	2.3173
1.5244	14.8499
1.07733	5.68327
1.19583	8.11175
1.5486	15.3445
1.38044	11.8971
0.887941	1.80256
1.08389	5.81829
1.05542	5.23379
1.30074	10.2643
1.39043	12.099
1.0663	5.45822
1.08033	5.74534
1.07487	5.63388
1.5198	14.7563
1.06446	5.42117
1.74554	19.3835
1.75605	19.5993
1.48996	14.1426
1.74724	19.4199
1.75481	19.575
1.21047	8.41317
1.34146	11.0962
1.75055	19.4889
1.41015	12.5065
1.752	19.5168
1.41044	12.5127
1.74166	19.3047
1.77874	20.0638
1.2269	8.75025
1.70077	18.4656
1.75925	19.6644
1.73402	19.1488
1.50769	14.506
0.898687	2.02285
0.881594	1.67262
1.07508	5.63764
1.75293	19.5357
1.72798	19.0257
1.23869	8.99198
1.06936	5.5207
1.75974	19.6747
0.895451	1.95649
1.68843	18.212
1.46633	13.6583
1.07672	5.67206
1.74271	19.3265
1.20911	8.38479
1.74898	19.4543
1.34715	11.2146
1.06947	5.52261
1.07312	5.59664
1.28152	9.86909
1.0551	5.22713
1.48973	14.1381
1.04569	5.03583
1.51103	14.5751
1.73489	19.1659
1.755	19.5775
1.07687	5.67452
1.46351	13.6011
1.46305	13.5918
1.74089	19.2887
0.906798	2.18868
1.21397	8.48313
1.71847	18.8302
1.16521	7.48449
1.73634	19.1958
1.20615	8.32329
0.884814	1.73847
0.88768	1.79748
1.71271	18.7095
1.42841	12.8808
1.25913	9.41022
0.904512	2.14198
1.37856	11.8601
1.6122	16.6497
1.73267	19.1198
1.48957	14.1357
1.05884	5.30454
1.34424	11.1529
0.884837	1.73881
1.76368	19.758
0.894624	1.93953
1.10999	6.35288
1.3241	10.7426
1.50828	14.5183
1.05762	5.27974
1.22962	8.80516
1.56106	15.6017
1.07978	5.73517
1.52431	14.8478
1.38096	11.9084
1.47685	13.8731
1.19356	8.06461
0.889684	1.83848
1.21814	8.56915
1.72022	18.8648
1.28456	9.93156
1.0354	4.82469
1.7383	19.2386
1.49266	14.1983
1.74187	19.309
1.27498	9.73448
0.911525	2.28594
0.901416	2.0788
1.08013	5.74151
1.41886	12.6856
1.38511	11.991
1.06585	5.44863
1.21458	8.49517
1.35195	11.3111
1.74516	19.3771
1.22809	8.77184
1.07226	5.57977
1.1895	7.98277
1.71804	18.8193
1.06958	5.52522
1.25767	9.38036
0.92332	2.52699
0.894778	1.94253
1.72403	18.9429
1.52255	14.8112
1.50379	14.4258
1.20999	8.40113
0.882486	1.69093
1.07604	5.65711
1.7229	18.9208
0.893082	1.90797
1.38323	11.9546
1.56714	15.7251
1.21688	8.54484
1.39154	12.1241
1.21189	8.44164
0.887027	1.78377
1.45799	13.488
1.08083	5.75538
1.06369	5.40389
1.06113	5.35185
1.19736	8.14299
1.45025	13.3266
1.03939	4.90622
1.76331	19.75
1.77127	19.9136
1.32031	10.6643
1.21742	8.55566
1.46834	13.6995
1.46332	13.5967
1.74529	19.378
0.88746	1.79258
1.73993	19.2686
1.74118	19.2945
1.74336	19.3405
1.73239	19.1165
1.74964	19.4692
1.74662	19.407
1.056	5.24629
1.74763	19.427
1.73743	19.2184
1.74697	19.4134
1.73629	19.1955
1.76041	19.6881
1.75337	19.5436
1.75179	19.5117
1.7592	19.6734
1.66626	17.7581
1.71818	18.8227
1.75043	19.4852
1.76032	19.6869
1.74464	19.3664
1.73369	19.1418
1.75715	19.6226
1.49893	14.3259
1.69798	18.41
1.73379	19.143
1.74864	19.4473
1.7463	19.3989
1.75757	19.6299
0.92354	2.53167
1.38651	12.0227
1.66525	17.7375
1.74731	19.4198
1.77085	19.902
1.75839	19.6484
1.12585	6.67761
1.56267	15.6333
1.54963	15.3657
1.74419	19.3563
1.51757	14.7088
1.74965	19.4681
1.09739	6.09533
1.23913	9.00089
0.919037	2.4396
1.74721	19.4175
1.09165	5.97741
1.66033	17.6368
1.25955	9.4195
1.71486	18.7558
1.18501	7.88922
1.43259	12.9669
1.55583	15.494
1.04913	5.10587
1.74841	19.4444
1.4293	12.8991
1.22181	8.64554
1.07796	5.6973
0.898754	2.0241
1.70564	18.5648
1.77761	20.0407
1.77508	19.9889
1.66073	17.6448
0.907873	2.21105
1.23634	8.94367
0.875487	1.54667
0.882676	1.69472
1.27949	9.82661
1.78705	20.2368
1.45245	13.3741
1.4718	13.7699
1.74814	19.4379
1.05932	5.31494
0.883034	1.70165
1.74771	19.4273
1.26437	9.51803
1.5659	15.701
1.53294	15.0248
1.67007	17.8364
1.47458	13.828
1.25927	9.41303
1.74351	19.3418
0.878013	1.59892
1.06821	5.49681
1.08847	5.91294
1.05194	5.16282
1.44522	13.2251
0.933508	2.73628
0.880667	1.65282
0.90622	2.17686
1.75044	19.4839
1.57319	15.8503
1.54056	15.1812
1.38006	11.8907
1.68157	18.0731
1.72733	19.0119
0.880298	1.64577
1.75311	19.5397
0.921594	2.49168
1.73646	19.199
0.922001	2.50047
1.75846	19.6487
1.25199	9.26385
1.46432	13.6177
1.75004	19.4751
1.69961	18.4413
1.57507	15.889
1.37318	11.7497
1.72865	19.0384
1.4712	13.7582
1.45931	13.5149
1.05851	5.2977
1.48125	13.964
0.900753	2.06529
0.905993	2.17204
0.894717	1.94166
0.88173	1.67515
1.73834	19.2347
1.76087	19.698
1.23042	8.82169
1.71804	18.8191
1.54687	15.3105
1.20059	8.21127
1.53671	15.1021
1.46524	13.6361
1.74307	19.3331
1.5678	15.7397
1.49382	14.2217
1.46546	13.6406
0.87797	1.598
1.4909	14.162
1.75165	19.5089
1.40822	12.4657
1.76877	19.859
1.06639	5.45948
1.43687	13.0541
1.35643	11.4059
1.19549	8.10689
1.69836	18.4166
1.45481	13.4224
1.73833	19.2367
1.75013	19.4777
1.73532	19.1748
1.46812	13.6948
0.892015	1.88568
1.4654	13.639
1.42389	12.7884
1.705	18.5512
1.46845	13.7024
1.27565	9.74945
1.68463	18.1338
0.920725	2.47403
1.07589	5.65528
1.2744	9.72405
1.4741	13.8184
1.75277	19.5321
1.72926	19.0501
1.74406	19.3545
1.51482	14.6521
1.19742	8.14374
1.28071	9.85117
1.47541	13.845
1.52788	14.9202
1.73266	19.1185
1.70415	18.5343
1.42373	12.7846
1.20663	8.33438
1.07109	5.55617
1.68744	18.1925
1.46338	13.5985
1.58222	16.0348
1.39133	12.1209
1.25829	9.39278
1.19555	8.10646
1.06704	5.47247
1.51943	14.747
1.75167	19.5098
1.41629	12.6328
1.72026	18.8641
1.75421	19.561
1.52231	14.8061
1.69588	18.3646
0.903281	2.11699
1.24595	9.14107
1.23849	8.98751
1.52989	14.962
0.876788	1.57402
0.881903	1.67886
1.36737	11.6273
1.07833	5.70386
1.75495	19.5785
1.25147	9.2527
1.49821	14.3114
1.06122	5.35369
1.75773	19.6323
1.75052	19.4859
0.909054	2.23529
1.07985	5.73584
0.888436	1.81213
1.37112	11.7058
1.06744	5.48126
1.05664	5.25919
1.15485	7.27174
1.26572	9.54421
1.2243	8.69584
1.52691	14.8999
1.51535	14.6625
1.73716	19.2125
1.05949	5.31847
1.74555	19.3837
1.69492	18.3448
0.913103	2.31784
1.27118	9.65717
1.20197	8.23763
1.34234	11.1142
1.04782	5.07904
1.21769	8.55993
1.19274	8.04832
0.90066	2.06286
1.26921	9.61685
1.47677	13.8728
1.09237	5.99205
1.48557	14.0529
1.43056	12.9252
1.20195	8.23851
1.75852	19.649
1.07684	5.67384
1.73606	19.189
1.74993	19.474
1.7522	19.5207
1.73637	19.1965
1.7361	19.191
1.76682	19.8212
1.74757	19.4255
1.74556	19.3843
1.76295	19.7407
1.71264	18.7095
1.75512	19.5799
1.75857	19.6504
1.76166	19.7138
1.75819	19.6428
1.74783	19.4304
1.71089	18.6729
1.727	19.0038
1.7548	19.5739
1.76169	19.7155
1.07626	5.66183
1.76054	19.692
1.47518	13.8401
1.75355	19.548
1.20002	8.19948
1.74759	19.4256
0.920558	2.47131
1.76538	19.7897
1.75978	19.677
1.75236	19.5231
1.75681	19.6144
1.66936	17.8219
1.75609	19.6
1.75666	19.6117
1.35418	11.3562
1.51755	14.7086
1.76513	19.7857
1.28684	9.97853
1.75212	19.5187
0.912796	2.31181
1.69857	18.4209
1.72639	18.9898
0.879219	1.62325
1.26735	9.57978
0.920659	2.47294
1.54207	15.2122
1.6683	17.8003
1.74916	19.4583
1.76266	19.7348
0.900483	2.0597
1.7495	19.4654
1.71478	18.7529
0.901504	2.07985
1.76252	19.7315
0.914102	2.33895
1.47271	13.7891
1.09119	5.9682
1.689	18.2231
1.75301	19.5122
1.76285	19.7382
1.56782	15.7403
1.66063	17.643
1.74035	19.277
1.73379	19.1428
1.75698	19.6197
0.895889	1.96501
0.887287	1.78924
1.25297	9.28429
1.08051	5.74949
1.07477	5.63179
0.909926	2.25306
1.09941	6.13638
1.75931	19.6651
1.75304	19.537
1.75176	19.5106
0.914487	2.34661
1.22367	8.68433
1.35586	11.3944
1.46821	13.6974
1.06066	5.3423
1.19932	8.1837
1.76677	19.8192
0.900561	2.06129
0.900299	2.0555
1.36329	11.5466
1.7654	19.7901
1.10906	6.33468
0.926746	2.59761
1.45861	13.5004
1.76217	19.7244
1.57359	15.8584
1.53418	15.0503
1.16077	7.39522
1.76562	19.7949
0.88816	1.80693
1.75365	19.5498
1.75632	19.6047
1.75015	19.4792
1.7567	19.6122
1.09028	5.95035
1.75482	19.5734
1.7194	18.8469
1.76063	19.6923
1.75828	19.6441
1.3564	11.4054
1.19361	8.06788
1.19843	8.1671
1.0834	5.80818
1.74898	19.4548
1.06748	5.48231
1.76874	19.8596
0.870274	1.44034
1.46075	13.5444
1.20224	8.24476
1.54004	15.1696
1.72566	18.9752
1.26584	9.54877
1.28928	10.0283
1.75164	19.508
1.7148	18.7523
